Symbol,Company,Activity,Sector,Schedule,Amount to be Spent as decided by Company (Rs.lacs),Actual Amount Spent (Rs.lacs),Direct-Agency Name/s,Direct-Amount (Rs.lacs),Implementing Agency Name/s,Implementing Agency-Amount (Rs.lacs),Resolved_State,Resolved_Location,Location_Class
20MICRONS,20 MICRONS LTD.,HEALTH CARE AND MEDICAL FACILITIES,,SCHEDULE VII (I),1.85,1.85,,,,1.85,GUJARAT,VADODARA,City
3MINDIA,3M INDIA LTD.,EDUCATION SUPPORT TWO (2) MOBILE SCIENCE LABS THAT EDUCATE 100 SCHOOLS IN TWO STATES IN INDIA VOLUNTEERING INITIATIVES WITH SCHOOLS,,SCHEDULE VII (II),61.7,42.05,,,"UNITED WAY OF BENGALURU, GOVT.OF TAMIL NADU",42.053,KARNATAKA,ANEKAL,City
3MINDIA,3M INDIA LTD.,EDUCATION SUPPORT TWO (2) MOBILE SCIENCE LABS THAT EDUCATE 100 SCHOOLS IN TWO STATES IN INDIA VOLUNTEERING INITIATIVES WITH SCHOOLS,,SCHEDULE VII (II),61.7,42.05,,,"UNITED WAY OF BENGALURU, GOVT.OF TAMIL NADU",42.053,KARNATAKA,BENGALURU,City
3MINDIA,3M INDIA LTD.,EDUCATION SUPPORT TWO (2) MOBILE SCIENCE LABS THAT EDUCATE 100 SCHOOLS IN TWO STATES IN INDIA VOLUNTEERING INITIATIVES WITH SCHOOLS,,SCHEDULE VII (II),61.7,42.05,,,"UNITED WAY OF BENGALURU, GOVT.OF TAMIL NADU",42.053,MAHARASHTRA,PUNE,City
3MINDIA,3M INDIA LTD.,EDUCATION SUPPORT TWO (2) MOBILE SCIENCE LABS THAT EDUCATE 100 SCHOOLS IN TWO STATES IN INDIA VOLUNTEERING INITIATIVES WITH SCHOOLS,,SCHEDULE VII (II),61.7,42.05,,,"UNITED WAY OF BENGALURU, GOVT.OF TAMIL NADU",42.053,MAHARASHTRA,RANJANGAON,Village
3MINDIA,3M INDIA LTD.,NATIONAL CALAMITY DISASTER RELIEF SUPPORT DURING INTENSE FLOODING IN TAMIL NADU REGION,,SCHEDULE VII (VIII),51.68,13.13,,,"UNITED WAY OF BENGALURU, GOVT.OF TAMIL NADU",13.125,TAMIL NADU,CHENNAI,City
3MINDIA,3M INDIA LTD.,SOCIAL INNOVATION SUPPORT AN INCUBATION FUND PROGRAM FOR YOUNG INNOVATORS THROUGH A NATIONWIDE INNOVATION CHALLENGE,,SCHEDULE VII (IX),51.4,9.84,,,"UNITED WAY OF BENGALURU, GOVT.OF TAMIL NADU",9.841,ALL STATES,ALL STATES,State
3MINDIA,3M INDIA LTD.,WOMEN EMPOWERMENT SUPPORT TWO(2) SKILLS DEVELOPMENT PROGRAMS COVERING 150 YOUNG WOMEN,,SCHEDULE VII (III),41.1,22.95,,,"UNITED WAY OF BENGALURU, GOVT.OF TAMIL NADU",22.95,KARNATAKA,BENGALURU,City
63MOONS,63 MOONS TECHNOLOGIES LTD.,PROMOTING EDUCATION,,SCHEDULE VII (II),30.0,30.0,,,SRIMATI SAVITA MAHILA UTKARSH SANGH,30.0,GUJARAT,AHMEDABAD,City
63MOONS,63 MOONS TECHNOLOGIES LTD.,PROMOTING EDUCATION,,SCHEDULE VII (II),35.33,35.33,,,VIDYA PRASARAK MANDAL,35.33,MAHARASHTRA,THANE,District
63MOONS,63 MOONS TECHNOLOGIES LTD.,PROMOTING PREVENTIVE HEALTH CARE PROMOTING EDUCATION,,"SCHEDULE VII (I), SCHEDULE VII (II)",79.13,129.13,,,JAY BHARATI FOUNDATION,129.13,GUJARAT,SURAT,City
63MOONS,63 MOONS TECHNOLOGIES LTD.,PROMOTING PREVENTIVE HEALTHCARE AND PROMOTING EDUCATION,,SCHEDULE VII (I),15.6,13.66,,,VANVASI KALYAN ASHRAM,13.66,MAHARASHTRA,KONKAN,Town
63MOONS,63 MOONS TECHNOLOGIES LTD.,SKILL DEVELOPMENT PROGRAM PROMOTING EDUCATION,,SCHEDULE VII (II),150.0,395.0,,,D.N.POLYTECHNIC EDUCATION TRUST,395.0,GUJARAT,AHMEDABAD,City
63MOONS,63 MOONS TECHNOLOGIES LTD.,SKILL DEVELOPMENT PROGRAM PROMOTING EDUCATION,,SCHEDULE VII (II),150.0,395.0,,,D.N.POLYTECHNIC EDUCATION TRUST,395.0,GUJARAT,VAPI,Town
AARTIDRUGS,AARTI DRUGS LTD.,EDUCATION & SKILL DEVELOPMENT ENVIRONMENT REHABILITATION IN DISASTER AFFECTED AREAS RURAL DEVELOPMENT,,"SCHEDULE VII (II), SCHEDULE VII (IV), SCHEDULE VII (X)",167.14,175.38,AARTI FOUNDATION,87.69,"DHANVALLABH CHARITABLE TRUST,SANSKRUTIK VIKAS MANDAL,SAMARPAN FOUNDATION,SHREE SIDDHIVINAYAK SEVABHAVI SANSTHAN,INSTITUTE OF CHEMICAL TECHNOLOGY,SUDHA PRATISHTHAN,OM SHIV CONSTRUCTION,RAUT ASSOCIATES",87.69,GUJARAT,AHMEDABAD,City
AARTIDRUGS,AARTI DRUGS LTD.,EDUCATION & SKILL DEVELOPMENT ENVIRONMENT REHABILITATION IN DISASTER AFFECTED AREAS RURAL DEVELOPMENT,,"SCHEDULE VII (II), SCHEDULE VII (IV), SCHEDULE VII (X)",167.14,175.38,AARTI FOUNDATION,87.69,"DHANVALLABH CHARITABLE TRUST,SANSKRUTIK VIKAS MANDAL,SAMARPAN FOUNDATION,SHREE SIDDHIVINAYAK SEVABHAVI SANSTHAN,INSTITUTE OF CHEMICAL TECHNOLOGY,SUDHA PRATISHTHAN,OM SHIV CONSTRUCTION,RAUT ASSOCIATES",87.69,GUJARAT,BHARUCH,City
AARTIDRUGS,AARTI DRUGS LTD.,EDUCATION & SKILL DEVELOPMENT ENVIRONMENT REHABILITATION IN DISASTER AFFECTED AREAS RURAL DEVELOPMENT,,"SCHEDULE VII (II), SCHEDULE VII (IV), SCHEDULE VII (X)",167.14,175.38,AARTI FOUNDATION,87.69,"DHANVALLABH CHARITABLE TRUST,SANSKRUTIK VIKAS MANDAL,SAMARPAN FOUNDATION,SHREE SIDDHIVINAYAK SEVABHAVI SANSTHAN,INSTITUTE OF CHEMICAL TECHNOLOGY,SUDHA PRATISHTHAN,OM SHIV CONSTRUCTION,RAUT ASSOCIATES",87.69,GUJARAT,BHAVNAGAR,City
AARTIDRUGS,AARTI DRUGS LTD.,EDUCATION & SKILL DEVELOPMENT ENVIRONMENT REHABILITATION IN DISASTER AFFECTED AREAS RURAL DEVELOPMENT,,"SCHEDULE VII (II), SCHEDULE VII (IV), SCHEDULE VII (X)",167.14,175.38,AARTI FOUNDATION,87.69,"DHANVALLABH CHARITABLE TRUST,SANSKRUTIK VIKAS MANDAL,SAMARPAN FOUNDATION,SHREE SIDDHIVINAYAK SEVABHAVI SANSTHAN,INSTITUTE OF CHEMICAL TECHNOLOGY,SUDHA PRATISHTHAN,OM SHIV CONSTRUCTION,RAUT ASSOCIATES",87.69,GUJARAT,KACHCHH,District
AARTIDRUGS,AARTI DRUGS LTD.,EDUCATION & SKILL DEVELOPMENT ENVIRONMENT REHABILITATION IN DISASTER AFFECTED AREAS RURAL DEVELOPMENT,,"SCHEDULE VII (II), SCHEDULE VII (IV), SCHEDULE VII (X)",167.14,175.38,AARTI FOUNDATION,87.69,"DHANVALLABH CHARITABLE TRUST,SANSKRUTIK VIKAS MANDAL,SAMARPAN FOUNDATION,SHREE SIDDHIVINAYAK SEVABHAVI SANSTHAN,INSTITUTE OF CHEMICAL TECHNOLOGY,SUDHA PRATISHTHAN,OM SHIV CONSTRUCTION,RAUT ASSOCIATES",87.69,GUJARAT,VALSAD,District
AARTIDRUGS,AARTI DRUGS LTD.,EDUCATION & SKILL DEVELOPMENT ENVIRONMENT REHABILITATION IN DISASTER AFFECTED AREAS RURAL DEVELOPMENT,,"SCHEDULE VII (II), SCHEDULE VII (IV), SCHEDULE VII (X)",167.14,175.38,AARTI FOUNDATION,87.69,"DHANVALLABH CHARITABLE TRUST,SANSKRUTIK VIKAS MANDAL,SAMARPAN FOUNDATION,SHREE SIDDHIVINAYAK SEVABHAVI SANSTHAN,INSTITUTE OF CHEMICAL TECHNOLOGY,SUDHA PRATISHTHAN,OM SHIV CONSTRUCTION,RAUT ASSOCIATES",87.69,MAHARASHTRA,AURANGABAD,City
AARTIDRUGS,AARTI DRUGS LTD.,EDUCATION & SKILL DEVELOPMENT ENVIRONMENT REHABILITATION IN DISASTER AFFECTED AREAS RURAL DEVELOPMENT,,"SCHEDULE VII (II), SCHEDULE VII (IV), SCHEDULE VII (X)",167.14,175.38,AARTI FOUNDATION,87.69,"DHANVALLABH CHARITABLE TRUST,SANSKRUTIK VIKAS MANDAL,SAMARPAN FOUNDATION,SHREE SIDDHIVINAYAK SEVABHAVI SANSTHAN,INSTITUTE OF CHEMICAL TECHNOLOGY,SUDHA PRATISHTHAN,OM SHIV CONSTRUCTION,RAUT ASSOCIATES",87.69,MAHARASHTRA,DHULE,District
AARTIDRUGS,AARTI DRUGS LTD.,EDUCATION & SKILL DEVELOPMENT ENVIRONMENT REHABILITATION IN DISASTER AFFECTED AREAS RURAL DEVELOPMENT,,"SCHEDULE VII (II), SCHEDULE VII (IV), SCHEDULE VII (X)",167.14,175.38,AARTI FOUNDATION,87.69,"DHANVALLABH CHARITABLE TRUST,SANSKRUTIK VIKAS MANDAL,SAMARPAN FOUNDATION,SHREE SIDDHIVINAYAK SEVABHAVI SANSTHAN,INSTITUTE OF CHEMICAL TECHNOLOGY,SUDHA PRATISHTHAN,OM SHIV CONSTRUCTION,RAUT ASSOCIATES",87.69,MAHARASHTRA,MARATHWADA,Town
AARTIDRUGS,AARTI DRUGS LTD.,EDUCATION & SKILL DEVELOPMENT ENVIRONMENT REHABILITATION IN DISASTER AFFECTED AREAS RURAL DEVELOPMENT,,"SCHEDULE VII (II), SCHEDULE VII (IV), SCHEDULE VII (X)",167.14,175.38,AARTI FOUNDATION,87.69,"DHANVALLABH CHARITABLE TRUST,SANSKRUTIK VIKAS MANDAL,SAMARPAN FOUNDATION,SHREE SIDDHIVINAYAK SEVABHAVI SANSTHAN,INSTITUTE OF CHEMICAL TECHNOLOGY,SUDHA PRATISHTHAN,OM SHIV CONSTRUCTION,RAUT ASSOCIATES",87.69,MAHARASHTRA,MUMBAI,City
AARTIDRUGS,AARTI DRUGS LTD.,EDUCATION & SKILL DEVELOPMENT ENVIRONMENT REHABILITATION IN DISASTER AFFECTED AREAS RURAL DEVELOPMENT,,"SCHEDULE VII (II), SCHEDULE VII (IV), SCHEDULE VII (X)",167.14,175.38,AARTI FOUNDATION,87.69,"DHANVALLABH CHARITABLE TRUST,SANSKRUTIK VIKAS MANDAL,SAMARPAN FOUNDATION,SHREE SIDDHIVINAYAK SEVABHAVI SANSTHAN,INSTITUTE OF CHEMICAL TECHNOLOGY,SUDHA PRATISHTHAN,OM SHIV CONSTRUCTION,RAUT ASSOCIATES",87.69,MAHARASHTRA,PALGHAR,District
AARTIDRUGS,AARTI DRUGS LTD.,EDUCATION & SKILL DEVELOPMENT ENVIRONMENT REHABILITATION IN DISASTER AFFECTED AREAS RURAL DEVELOPMENT,,"SCHEDULE VII (II), SCHEDULE VII (IV), SCHEDULE VII (X)",167.14,175.38,AARTI FOUNDATION,87.69,"DHANVALLABH CHARITABLE TRUST,SANSKRUTIK VIKAS MANDAL,SAMARPAN FOUNDATION,SHREE SIDDHIVINAYAK SEVABHAVI SANSTHAN,INSTITUTE OF CHEMICAL TECHNOLOGY,SUDHA PRATISHTHAN,OM SHIV CONSTRUCTION,RAUT ASSOCIATES",87.69,MAHARASHTRA,THANE,District
AARTIDRUGS,AARTI DRUGS LTD.,EDUCATION & SKILL DEVELOPMENT ENVIRONMENT REHABILITATION IN DISASTER AFFECTED AREAS RURAL DEVELOPMENT,,"SCHEDULE VII (II), SCHEDULE VII (IV), SCHEDULE VII (X)",167.14,175.38,AARTI FOUNDATION,87.69,"DHANVALLABH CHARITABLE TRUST,SANSKRUTIK VIKAS MANDAL,SAMARPAN FOUNDATION,SHREE SIDDHIVINAYAK SEVABHAVI SANSTHAN,INSTITUTE OF CHEMICAL TECHNOLOGY,SUDHA PRATISHTHAN,OM SHIV CONSTRUCTION,RAUT ASSOCIATES",87.69,WEST BENGAL,KOLKATA,City
AARTIIND,AARTI INDUSTRIES LTD.,"EDUCATION & VOCATIONAL TRAINING, HEALTHCARE, WOMEN EMPOWERMENT, WATER CLEANSING & CONSERVATION HYGIENE AND SANITATION LIVE STOCK DEVELOPMENT, RURAL DEVELOPMENT",,"SCHEDULE VII (I), SCHEDULE VII (II), SCHEDULE VII (III), SCHEDULE VII (X)",447.0,447.0,"AARTI VIKAS & SEVA MISSION,AARTI FOUNDATION",223.5,"BANWASI SEVA ASHRAM,LION CLUB OF VAPI,MUMBAI MANAGEMENT ACADEMY,SANSKDEEP TRUST,UDAN FOUNDATION,VICHARTA SAMUDAY SAMARTHAN MANCH,LITTLE BLOSSOM SCHOOL,ANAVIL PARIVAR VALSAD,VAIDIC DHARMA SANSTHAN,WORLD WIDE FUND FOR NATURE, INDIA,TULSI VIDHYA MANDIR,BAHUBALI CHILDREN HOSPITAL,VANVASI KALYAN ASHRAM,ANKLESHWAR ROTARY FOUNDATION,ADIVASI SAMAJ DEVSTAN MANDAL,KAPRADA VIBHAG CHARITABLE TRUST,ROBOCON LTCE,SHANKARDHAM SCHOOL,SHREE VARDHMAN STHANAKVAS,DHANVALLABH CHARITABLE TRUST,NARMADA KIDNEY FOUNDATION,VAPI ROTARY NIRAMAY TRUST,RANKAR FOUNDATION,CHILD HELP FOUNDATION,SHRI LG HARIA MULTIPURPOSE SCHOOL FOUNDATION,GLOBAL APPROACH FOR RURAL DEVELOPMENT,KUMARPAL GANDHI BLOOD BANK,YUSUF MEHERALLY CENTRE,SUSHIL TRUST,INSTITUTE OF CHEMICAL TECHNOLOGY,SANSKRUTIK VIKAS MANDAL,SHREE SIDDHIVINAYAK SEVABHAVI SANSTHAN,SAFETY EDUCATION & RESEARCH FOUNDATION,SHREE MULUND VARDHMAN KALYAN KENDRA,GEC VALSAD,MENTOR COLLEGE,MANIBEN MANEKLAL GANDHI CHARITABLE TRUST",223.5,GUJARAT,AHMEDABAD,City
AARTIIND,AARTI INDUSTRIES LTD.,"EDUCATION & VOCATIONAL TRAINING, HEALTHCARE, WOMEN EMPOWERMENT, WATER CLEANSING & CONSERVATION HYGIENE AND SANITATION LIVE STOCK DEVELOPMENT, RURAL DEVELOPMENT",,"SCHEDULE VII (I), SCHEDULE VII (II), SCHEDULE VII (III), SCHEDULE VII (X)",447.0,447.0,"AARTI VIKAS & SEVA MISSION,AARTI FOUNDATION",223.5,"BANWASI SEVA ASHRAM,LION CLUB OF VAPI,MUMBAI MANAGEMENT ACADEMY,SANSKDEEP TRUST,UDAN FOUNDATION,VICHARTA SAMUDAY SAMARTHAN MANCH,LITTLE BLOSSOM SCHOOL,ANAVIL PARIVAR VALSAD,VAIDIC DHARMA SANSTHAN,WORLD WIDE FUND FOR NATURE, INDIA,TULSI VIDHYA MANDIR,BAHUBALI CHILDREN HOSPITAL,VANVASI KALYAN ASHRAM,ANKLESHWAR ROTARY FOUNDATION,ADIVASI SAMAJ DEVSTAN MANDAL,KAPRADA VIBHAG CHARITABLE TRUST,ROBOCON LTCE,SHANKARDHAM SCHOOL,SHREE VARDHMAN STHANAKVAS,DHANVALLABH CHARITABLE TRUST,NARMADA KIDNEY FOUNDATION,VAPI ROTARY NIRAMAY TRUST,RANKAR FOUNDATION,CHILD HELP FOUNDATION,SHRI LG HARIA MULTIPURPOSE SCHOOL FOUNDATION,GLOBAL APPROACH FOR RURAL DEVELOPMENT,KUMARPAL GANDHI BLOOD BANK,YUSUF MEHERALLY CENTRE,SUSHIL TRUST,INSTITUTE OF CHEMICAL TECHNOLOGY,SANSKRUTIK VIKAS MANDAL,SHREE SIDDHIVINAYAK SEVABHAVI SANSTHAN,SAFETY EDUCATION & RESEARCH FOUNDATION,SHREE MULUND VARDHMAN KALYAN KENDRA,GEC VALSAD,MENTOR COLLEGE,MANIBEN MANEKLAL GANDHI CHARITABLE TRUST",223.5,GUJARAT,BHARUCH,City
AARTIIND,AARTI INDUSTRIES LTD.,"EDUCATION & VOCATIONAL TRAINING, HEALTHCARE, WOMEN EMPOWERMENT, WATER CLEANSING & CONSERVATION HYGIENE AND SANITATION LIVE STOCK DEVELOPMENT, RURAL DEVELOPMENT",,"SCHEDULE VII (I), SCHEDULE VII (II), SCHEDULE VII (III), SCHEDULE VII (X)",447.0,447.0,"AARTI VIKAS & SEVA MISSION,AARTI FOUNDATION",223.5,"BANWASI SEVA ASHRAM,LION CLUB OF VAPI,MUMBAI MANAGEMENT ACADEMY,SANSKDEEP TRUST,UDAN FOUNDATION,VICHARTA SAMUDAY SAMARTHAN MANCH,LITTLE BLOSSOM SCHOOL,ANAVIL PARIVAR VALSAD,VAIDIC DHARMA SANSTHAN,WORLD WIDE FUND FOR NATURE, INDIA,TULSI VIDHYA MANDIR,BAHUBALI CHILDREN HOSPITAL,VANVASI KALYAN ASHRAM,ANKLESHWAR ROTARY FOUNDATION,ADIVASI SAMAJ DEVSTAN MANDAL,KAPRADA VIBHAG CHARITABLE TRUST,ROBOCON LTCE,SHANKARDHAM SCHOOL,SHREE VARDHMAN STHANAKVAS,DHANVALLABH CHARITABLE TRUST,NARMADA KIDNEY FOUNDATION,VAPI ROTARY NIRAMAY TRUST,RANKAR FOUNDATION,CHILD HELP FOUNDATION,SHRI LG HARIA MULTIPURPOSE SCHOOL FOUNDATION,GLOBAL APPROACH FOR RURAL DEVELOPMENT,KUMARPAL GANDHI BLOOD BANK,YUSUF MEHERALLY CENTRE,SUSHIL TRUST,INSTITUTE OF CHEMICAL TECHNOLOGY,SANSKRUTIK VIKAS MANDAL,SHREE SIDDHIVINAYAK SEVABHAVI SANSTHAN,SAFETY EDUCATION & RESEARCH FOUNDATION,SHREE MULUND VARDHMAN KALYAN KENDRA,GEC VALSAD,MENTOR COLLEGE,MANIBEN MANEKLAL GANDHI CHARITABLE TRUST",223.5,GUJARAT,BHAVNAGAR,City
AARTIIND,AARTI INDUSTRIES LTD.,"EDUCATION & VOCATIONAL TRAINING, HEALTHCARE, WOMEN EMPOWERMENT, WATER CLEANSING & CONSERVATION HYGIENE AND SANITATION LIVE STOCK DEVELOPMENT, RURAL DEVELOPMENT",,"SCHEDULE VII (I), SCHEDULE VII (II), SCHEDULE VII (III), SCHEDULE VII (X)",447.0,447.0,"AARTI VIKAS & SEVA MISSION,AARTI FOUNDATION",223.5,"BANWASI SEVA ASHRAM,LION CLUB OF VAPI,MUMBAI MANAGEMENT ACADEMY,SANSKDEEP TRUST,UDAN FOUNDATION,VICHARTA SAMUDAY SAMARTHAN MANCH,LITTLE BLOSSOM SCHOOL,ANAVIL PARIVAR VALSAD,VAIDIC DHARMA SANSTHAN,WORLD WIDE FUND FOR NATURE, INDIA,TULSI VIDHYA MANDIR,BAHUBALI CHILDREN HOSPITAL,VANVASI KALYAN ASHRAM,ANKLESHWAR ROTARY FOUNDATION,ADIVASI SAMAJ DEVSTAN MANDAL,KAPRADA VIBHAG CHARITABLE TRUST,ROBOCON LTCE,SHANKARDHAM SCHOOL,SHREE VARDHMAN STHANAKVAS,DHANVALLABH CHARITABLE TRUST,NARMADA KIDNEY FOUNDATION,VAPI ROTARY NIRAMAY TRUST,RANKAR FOUNDATION,CHILD HELP FOUNDATION,SHRI LG HARIA MULTIPURPOSE SCHOOL FOUNDATION,GLOBAL APPROACH FOR RURAL DEVELOPMENT,KUMARPAL GANDHI BLOOD BANK,YUSUF MEHERALLY CENTRE,SUSHIL TRUST,INSTITUTE OF CHEMICAL TECHNOLOGY,SANSKRUTIK VIKAS MANDAL,SHREE SIDDHIVINAYAK SEVABHAVI SANSTHAN,SAFETY EDUCATION & RESEARCH FOUNDATION,SHREE MULUND VARDHMAN KALYAN KENDRA,GEC VALSAD,MENTOR COLLEGE,MANIBEN MANEKLAL GANDHI CHARITABLE TRUST",223.5,GUJARAT,KACHCHH,District
AARTIIND,AARTI INDUSTRIES LTD.,"EDUCATION & VOCATIONAL TRAINING, HEALTHCARE, WOMEN EMPOWERMENT, WATER CLEANSING & CONSERVATION HYGIENE AND SANITATION LIVE STOCK DEVELOPMENT, RURAL DEVELOPMENT",,"SCHEDULE VII (I), SCHEDULE VII (II), SCHEDULE VII (III), SCHEDULE VII (X)",447.0,447.0,"AARTI VIKAS & SEVA MISSION,AARTI FOUNDATION",223.5,"BANWASI SEVA ASHRAM,LION CLUB OF VAPI,MUMBAI MANAGEMENT ACADEMY,SANSKDEEP TRUST,UDAN FOUNDATION,VICHARTA SAMUDAY SAMARTHAN MANCH,LITTLE BLOSSOM SCHOOL,ANAVIL PARIVAR VALSAD,VAIDIC DHARMA SANSTHAN,WORLD WIDE FUND FOR NATURE, INDIA,TULSI VIDHYA MANDIR,BAHUBALI CHILDREN HOSPITAL,VANVASI KALYAN ASHRAM,ANKLESHWAR ROTARY FOUNDATION,ADIVASI SAMAJ DEVSTAN MANDAL,KAPRADA VIBHAG CHARITABLE TRUST,ROBOCON LTCE,SHANKARDHAM SCHOOL,SHREE VARDHMAN STHANAKVAS,DHANVALLABH CHARITABLE TRUST,NARMADA KIDNEY FOUNDATION,VAPI ROTARY NIRAMAY TRUST,RANKAR FOUNDATION,CHILD HELP FOUNDATION,SHRI LG HARIA MULTIPURPOSE SCHOOL FOUNDATION,GLOBAL APPROACH FOR RURAL DEVELOPMENT,KUMARPAL GANDHI BLOOD BANK,YUSUF MEHERALLY CENTRE,SUSHIL TRUST,INSTITUTE OF CHEMICAL TECHNOLOGY,SANSKRUTIK VIKAS MANDAL,SHREE SIDDHIVINAYAK SEVABHAVI SANSTHAN,SAFETY EDUCATION & RESEARCH FOUNDATION,SHREE MULUND VARDHMAN KALYAN KENDRA,GEC VALSAD,MENTOR COLLEGE,MANIBEN MANEKLAL GANDHI CHARITABLE TRUST",223.5,GUJARAT,VALSAD,District
AARTIIND,AARTI INDUSTRIES LTD.,"EDUCATION & VOCATIONAL TRAINING, HEALTHCARE, WOMEN EMPOWERMENT, WATER CLEANSING & CONSERVATION HYGIENE AND SANITATION LIVE STOCK DEVELOPMENT, RURAL DEVELOPMENT",,"SCHEDULE VII (I), SCHEDULE VII (II), SCHEDULE VII (III), SCHEDULE VII (X)",447.0,447.0,"AARTI VIKAS & SEVA MISSION,AARTI FOUNDATION",223.5,"BANWASI SEVA ASHRAM,LION CLUB OF VAPI,MUMBAI MANAGEMENT ACADEMY,SANSKDEEP TRUST,UDAN FOUNDATION,VICHARTA SAMUDAY SAMARTHAN MANCH,LITTLE BLOSSOM SCHOOL,ANAVIL PARIVAR VALSAD,VAIDIC DHARMA SANSTHAN,WORLD WIDE FUND FOR NATURE, INDIA,TULSI VIDHYA MANDIR,BAHUBALI CHILDREN HOSPITAL,VANVASI KALYAN ASHRAM,ANKLESHWAR ROTARY FOUNDATION,ADIVASI SAMAJ DEVSTAN MANDAL,KAPRADA VIBHAG CHARITABLE TRUST,ROBOCON LTCE,SHANKARDHAM SCHOOL,SHREE VARDHMAN STHANAKVAS,DHANVALLABH CHARITABLE TRUST,NARMADA KIDNEY FOUNDATION,VAPI ROTARY NIRAMAY TRUST,RANKAR FOUNDATION,CHILD HELP FOUNDATION,SHRI LG HARIA MULTIPURPOSE SCHOOL FOUNDATION,GLOBAL APPROACH FOR RURAL DEVELOPMENT,KUMARPAL GANDHI BLOOD BANK,YUSUF MEHERALLY CENTRE,SUSHIL TRUST,INSTITUTE OF CHEMICAL TECHNOLOGY,SANSKRUTIK VIKAS MANDAL,SHREE SIDDHIVINAYAK SEVABHAVI SANSTHAN,SAFETY EDUCATION & RESEARCH FOUNDATION,SHREE MULUND VARDHMAN KALYAN KENDRA,GEC VALSAD,MENTOR COLLEGE,MANIBEN MANEKLAL GANDHI CHARITABLE TRUST",223.5,MAHARASHTRA,BOISAR,Town
AARTIIND,AARTI INDUSTRIES LTD.,"EDUCATION & VOCATIONAL TRAINING, HEALTHCARE, WOMEN EMPOWERMENT, WATER CLEANSING & CONSERVATION HYGIENE AND SANITATION LIVE STOCK DEVELOPMENT, RURAL DEVELOPMENT",,"SCHEDULE VII (I), SCHEDULE VII (II), SCHEDULE VII (III), SCHEDULE VII (X)",447.0,447.0,"AARTI VIKAS & SEVA MISSION,AARTI FOUNDATION",223.5,"BANWASI SEVA ASHRAM,LION CLUB OF VAPI,MUMBAI MANAGEMENT ACADEMY,SANSKDEEP TRUST,UDAN FOUNDATION,VICHARTA SAMUDAY SAMARTHAN MANCH,LITTLE BLOSSOM SCHOOL,ANAVIL PARIVAR VALSAD,VAIDIC DHARMA SANSTHAN,WORLD WIDE FUND FOR NATURE, INDIA,TULSI VIDHYA MANDIR,BAHUBALI CHILDREN HOSPITAL,VANVASI KALYAN ASHRAM,ANKLESHWAR ROTARY FOUNDATION,ADIVASI SAMAJ DEVSTAN MANDAL,KAPRADA VIBHAG CHARITABLE TRUST,ROBOCON LTCE,SHANKARDHAM SCHOOL,SHREE VARDHMAN STHANAKVAS,DHANVALLABH CHARITABLE TRUST,NARMADA KIDNEY FOUNDATION,VAPI ROTARY NIRAMAY TRUST,RANKAR FOUNDATION,CHILD HELP FOUNDATION,SHRI LG HARIA MULTIPURPOSE SCHOOL FOUNDATION,GLOBAL APPROACH FOR RURAL DEVELOPMENT,KUMARPAL GANDHI BLOOD BANK,YUSUF MEHERALLY CENTRE,SUSHIL TRUST,INSTITUTE OF CHEMICAL TECHNOLOGY,SANSKRUTIK VIKAS MANDAL,SHREE SIDDHIVINAYAK SEVABHAVI SANSTHAN,SAFETY EDUCATION & RESEARCH FOUNDATION,SHREE MULUND VARDHMAN KALYAN KENDRA,GEC VALSAD,MENTOR COLLEGE,MANIBEN MANEKLAL GANDHI CHARITABLE TRUST",223.5,MAHARASHTRA,KOLHAPUR,City
