Symbol,Company,Activity,Sector,Schedule,Amount to be Spent as decided by Company (Rs.lacs),Actual Amount Spent (Rs.lacs),Direct-Agency Name/s,Direct-Amount (Rs.lacs),Implementing Agency Name/s,Implementing Agency-Amount (Rs.lacs),Resolved_State,Resolved_Location,Location_Class
BHEL,BHARAT HEAVY ELECTRICALS LTD.,CONSTRUCTION/ RENOVATION OF COMMUNITY CENTRE IN RURAL AREA,,SCHEDULE VII (X),55.71,40.95,,40.95,,,TAMIL NADU,TIRUCHIRAPPALLI,City
BHEL,BHARAT HEAVY ELECTRICALS LTD.,CONSTRUCTION/ RENOVATION OF COMMUNITY CENTRE IN RURAL AREA,,SCHEDULE VII (X),22.0,18.41,,18.41,,,UTTARAKHAND,HARIDWAR,District
BHEL,BHARAT HEAVY ELECTRICALS LTD.,CONSTRUCTION/ RENOVATION OF TOILETS IN GOVT. SCHOOLS AT LUCKNOW,,SCHEDULE VII (I),70.0,30.0,,30.0,,,UTTAR PRADESH,LUCKNOW,City
BHEL,BHARAT HEAVY ELECTRICALS LTD.,DEPLOYMENT OF LIFE LINE EXPRESS HEALTH,,SCHEDULE VII (I),70.0,63.13,,,IMPACT INDIA FOUNDATION,63.13,UTTAR PRADESH,LALITPUR,District
BHEL,BHARAT HEAVY ELECTRICALS LTD.,DISTRIBUTION OF AIDS AND APPLIANCES TO PERSONS WITH DISABILITIES (PWDS),,SCHEDULE VII (III),56.5,28.25,,,ARTIFICIAL LIMBS MANUFACTURING CORP.OF INDIA,28.25,ASSAM,HAILAKANDI,Town
BHEL,BHARAT HEAVY ELECTRICALS LTD.,DISTRIBUTION OF AIDS AND APPLIANCES TO PERSONS WITH DISABILITIES (PWDS),,SCHEDULE VII (III),56.5,28.25,,,ARTIFICIAL LIMBS MANUFACTURING CORP.OF INDIA,28.25,ASSAM,MORIGAON,Town
BHEL,BHARAT HEAVY ELECTRICALS LTD.,"EQUIPMENT FOR SWEEPING,COLLECTION AND TRANSPORTATIONOF SOLID WASTE IN 14 WARDS OFVARANASI NAGAR NIGAM",,SCHEDULE VII (I),529.0,183.27,VARANASI NAGAR NIGAM,91.635,,91.635,UTTAR PRADESH,VARANASI,City
BHEL,BHARAT HEAVY ELECTRICALS LTD.,FOREST BASED SUSTAINABLE LIVELIHOOD PROJECTS - MAKING LEAF PLATES FOR THE BENEFIT OF ENVIRONMENT,,SCHEDULE VII (IV),13.35,13.0,,,SOCIETY FOR EDUCATION & ENVIRONMENTAL TRAINING,13.0,ODISHA,SUNDARGARH,District
BHEL,BHARAT HEAVY ELECTRICALS LTD.,INFRASTRUCTURE IMPROVEMENT IN SCHOOLS IN RURAL AREA - CLASSROOMS,,"SCHEDULE VII (II), SCHEDULE VII (X)",48.57,33.48,,33.48,,,RAJASTHAN,SRI GANGANAGAR,District
BHEL,BHARAT HEAVY ELECTRICALS LTD.,INFRASTRUCTURE IMPROVEMENT IN SCHOOLS IN RURAL AREA - CLASSROOMS,,"SCHEDULE VII (II), SCHEDULE VII (X)",48.57,33.48,,33.48,,,WEST BENGAL,MURSHIDABAD,Town
BHEL,BHARAT HEAVY ELECTRICALS LTD.,INFRASTRUCTURE IMPROVEMENT IN SCHOOLS IN RURAL AREA - CLASSROOMS,,"SCHEDULE VII (II), SCHEDULE VII (X)",67.2,27.87,,27.87,,,MADHYA PRADESH,BHOPAL,City
BHEL,BHARAT HEAVY ELECTRICALS LTD.,INFRASTRUCTURE IMPROVEMENT IN SCHOOLS IN RURAL AREA - CLASSROOMS AND TOILETS,,"SCHEDULE VII (I), SCHEDULE VII (II), SCHEDULE VII (X)",87.56,25.49,,25.49,,,UTTARAKHAND,HARIDWAR,District
BHEL,BHARAT HEAVY ELECTRICALS LTD.,INFRASTRUCTURE IMPROVEMENT IN SCHOOLS IN RURAL AREA - CLASSROOMS AND TOILETS,,"SCHEDULE VII (II), SCHEDULE VII (X)",59.58,58.8,,58.8,,,TELANGANA,MEDAK,District
BHEL,BHARAT HEAVY ELECTRICALS LTD.,INFRASTRUCTURE IMPROVEMENT IN SCHOOLS IN RURAL AREA - RO PLANTS AT GUNTUR SCHOOLS,,"SCHEDULE VII (II), SCHEDULE VII (X)",26.0,14.0,,14.0,,,ANDHRA PRADESH,GUNTUR,City
BHEL,BHARAT HEAVY ELECTRICALS LTD.,INSTALLATION OF 100 NOS. SOLAR PUMPS FOR IRRIGATION TO BENEFIT FARMERS,,SCHEDULE VII (IV),44.73,23.7,,,"INDIAN INSTITUTE OF MANAGEMENT, AHMEDABAD",23.7,GUJARAT,AHMEDABAD,City
BHEL,BHARAT HEAVY ELECTRICALS LTD.,INSTALLATION OF 100 SOLAR STREET LIGHTS,,SCHEDULE VII (IV),19.3,10.0,,,BAL BHARTI ACADEMY,10.0,UTTAR PRADESH,PILIBHIT,District
BHEL,BHARAT HEAVY ELECTRICALS LTD.,INSTALLATION OF 75 SOLAR STREET LIGHT,,SCHEDULE VII (IV),14.17,14.19,,,HIMURJA,14.19,CHHATTISGARH,BILASPUR,District
BHEL,BHARAT HEAVY ELECTRICALS LTD.,INSTALLATION OF DOMESTIC & STREET LIGHT SOLAR SYSTEM IN TWO VILLAGES,,SCHEDULE VII (IV),298.0,230.39,,,TNREDCL,230.39,TELANGANA,MEDAK,District
BHEL,BHARAT HEAVY ELECTRICALS LTD.,INSTALLATION OF DUSTBIN IN PUBLIC LOCATIONS,,SCHEDULE VII (I),10.0,10.0,,,GREATER VISHAKHAPATNAM MUNICIPAL CORP.,10.0,ANDHRA PRADESH,VISAKHAPATNAM,City
BHEL,BHARAT HEAVY ELECTRICALS LTD.,INSTALLATION OF SOLAR UTILITIES IN THE RURAL AREA,,SCHEDULE VII (IV),71.75,36.53,,36.53,,,TAMIL NADU,TIRUCHIRAPPALLI,City
BHEL,BHARAT HEAVY ELECTRICALS LTD.,INSTALLATION OF SOLAR UTILITIES IN THE RURAL AREA,,SCHEDULE VII (IV),74.0,74.0,,74.0,,,TELANGANA,MEDAK,District
BHEL,BHARAT HEAVY ELECTRICALS LTD.,INSTALLATION OF SOLAR UTILITIES IN THE RURAL AREA,,SCHEDULE VII (IV),60.0,21.59,,21.59,,,MADHYA PRADESH,BHOPAL,City
BHEL,BHARAT HEAVY ELECTRICALS LTD.,OTHER PROJECTS RELATED EXPENDITURE ON SANITATION & SAFE DRINKING WATER WITH SPENDING LESS THAN ` 10 L IN 2015-16,,SCHEDULE VII (I),494.87,277.63,,277.63,,,ALL STATES,ALL STATES,State
BHEL,BHARAT HEAVY ELECTRICALS LTD.,OTHER PROJECTS RELATED TO COMMUNITY DEVELOPMENT & SOCIAL UPLIFTMENT WITH SPENDING LESS THAN ` 10 L IN 2015-16,,SCHEDULE VII (III),224.95,102.68,,102.68,,,ALL STATES,ALL STATES,State
BHEL,BHARAT HEAVY ELECTRICALS LTD.,OTHER PROJECTS RELATED TO EDUCATION WITH SPENDING LESS THAN ` 10 L IN 2015-16,,SCHEDULE VII (II),1087.3,222.47,,222.47,,,ALL STATES,ALL STATES,State
BHEL,BHARAT HEAVY ELECTRICALS LTD.,OTHER PROJECTS RELATED TO ENVIRONMENT & ECOLOGY PROTECTION WITH SPENDING LESS THAN ` 10 L IN 2015-16,,SCHEDULE VII (IV),232.24,49.41,,49.41,,,ALL STATES,ALL STATES,State
BHEL,BHARAT HEAVY ELECTRICALS LTD.,OTHER PROJECTS RELATED TO HEALTHCARE WITH SPENDING LESS THAN ` 10 L IN 2015-16,,SCHEDULE VII (I),541.76,108.88,,108.88,,,ALL STATES,ALL STATES,State
BHEL,BHARAT HEAVY ELECTRICALS LTD.,OTHER PROJECTS RELATED TO PROMOTION OF ARTS & CULTURE WITH SPENDING LESS THAN ` 10 L IN 2015-16,,SCHEDULE VII (V),33.0,22.6,,22.6,,,ALL STATES,ALL STATES,State
BHEL,BHARAT HEAVY ELECTRICALS LTD.,OTHER PROJECTS RELATED TO RURAL AREA DEVELOPMENT HAVING SPENDING LESS THAN ` 10 L IN 2015-16,,SCHEDULE VII (X),150.95,14.64,,14.64,,,ALL STATES,ALL STATES,State
BHEL,BHARAT HEAVY ELECTRICALS LTD.,OTHER PROJECTS RELATED TO SKILL DEVELOPMENT & TRAINING WITH SPENDING LESS THAN ` 10 L IN 2015-16,,SCHEDULE VII (II),158.76,118.89,,118.89,,,ALL STATES,ALL STATES,State
BHEL,BHARAT HEAVY ELECTRICALS LTD.,PROCUREMENT AND SUPPLY OF FURNITURE AND OTHER REQUIRED EDUCATIONAL / PLAY EQUIPMENT,,SCHEDULE VII (II),30.0,11.81,,11.81,,,TELANGANA,MEDAK,District
BHEL,BHARAT HEAVY ELECTRICALS LTD.,PROJECTS RELATED TO PROMOTION OF SPORTS HAVING SPENDING LESS THAN ` 10 L IN 2015-16,,SCHEDULE VII (VII),15.3,12.76,,12.76,,,ALL STATES,ALL STATES,State
BHEL,BHARAT HEAVY ELECTRICALS LTD.,PROJECTS RELATED TO RELIEF MEASURES FOR DISASTER AFFECTED AREA WITH SPENDING LESS THAN ` 10 L IN 2015-16,,SCHEDULE VII (VIII),66.1,44.91,,44.91,,,ALL STATES,ALL STATES,State
BHEL,BHARAT HEAVY ELECTRICALS LTD.,PROVIDING FOR THE SECURITY OF WORKING WOMEN HOSTEL,,SCHEDULE VII (III),16.0,11.64,,11.64,,,UTTARAKHAND,HARIDWAR,District
BHEL,BHARAT HEAVY ELECTRICALS LTD.,PROVIDING SEATING ARRANGEMENTSFOR THE AUDITORIUM OF DR. BABASAHEB AMBEDKAR TRUST HERITAGE,,SCHEDULE VII (V),10.0,10.0,,,DR.BABA SAHEB AMBEDKAR TRUST,10.0,KARNATAKA,BENGALURU,City
BHEL,BHARAT HEAVY ELECTRICALS LTD.,"SCHOLARSHIP TO DISABLED STUDENTS OF ITI @ RS 20,000/- EACH",,SCHEDULE VII (II),16.4,14.08,,14.08,,,MADHYA PRADESH,BHOPAL,City
BHEL,BHARAT HEAVY ELECTRICALS LTD.,SCHOOL EXPENDITURE,,SCHEDULE VII (II),84.0,72.28,,72.28,,,TAMIL NADU,VELLORE,District
BHEL,BHARAT HEAVY ELECTRICALS LTD.,SCHOOL EXPENDITURE,,SCHEDULE VII (II),30.0,29.4,,29.4,,,TELANGANA,MEDAK,District
BHEL,BHARAT HEAVY ELECTRICALS LTD.,SCHOOL EXPENDITURE,,SCHEDULE VII (II),165.0,160.5,,160.5,,,ANDHRA PRADESH,VISAKHAPATNAM,City
BHEL,BHARAT HEAVY ELECTRICALS LTD.,SCHOOL EXPENDITURE,,SCHEDULE VII (II),150.0,142.0,,142.0,,,TAMIL NADU,TIRUCHIRAPPALLI,City
BHEL,BHARAT HEAVY ELECTRICALS LTD.,SCHOOL EXPENDITURE,,SCHEDULE VII (II),880.0,516.62,,516.62,,,MADHYA PRADESH,BHOPAL,City
BHEL,BHARAT HEAVY ELECTRICALS LTD.,SCHOOL EXPENDITURE,,SCHEDULE VII (II),140.0,131.34,,131.34,,,UTTAR PRADESH,AMETHI,District
BHEL,BHARAT HEAVY ELECTRICALS LTD.,SCHOOL EXPENDITURE,,SCHEDULE VII (II),2250.0,2241.83,,2241.83,,,UTTARAKHAND,HARIDWAR,District
BHEL,BHARAT HEAVY ELECTRICALS LTD.,SCHOOL EXPENDITURE,,SCHEDULE VII (II),295.0,291.18,,291.18,,,UTTAR PRADESH,JHANSI,District
BHEL,BHARAT HEAVY ELECTRICALS LTD.,SETTING UP OF 50KWP GRID INTERACTIVE SOLAR POWER PLANT,,SCHEDULE VII (IV),23.75,23.74,,,SRI JNANAKSHI VIDYANIKETAN,23.74,KARNATAKA,BENGALURU,City
BHEL,BHARAT HEAVY ELECTRICALS LTD.,SETTING UP OF MULTI MEDIA PROJECT LAB IN 44 GOVT. SCHOOLS EACH THROUGH RK MISSION,,SCHEDULE VII (II),40.0,40.0,,,RAMAKRISHNA MISSION,40.0,DELHI,DELHI /NCR,Town
BHEL,BHARAT HEAVY ELECTRICALS LTD.,SETTING UP OF MULTI MEDIA PROJECT LAB IN 44 GOVT. SCHOOLS EACH THROUGH RK MISSION,,SCHEDULE VII (II),40.0,40.0,,,RAMAKRISHNA MISSION,40.0,MADHYA PRADESH,BHOPAL,City
BHEL,BHARAT HEAVY ELECTRICALS LTD.,SKILL DEVELOPMENT EXPENSES,,SCHEDULE VII (II),18.96,18.96,,18.96,,,TELANGANA,MEDAK,District
BHEL,BHARAT HEAVY ELECTRICALS LTD.,SKILL DEVELOPMENT EXPENSES,,SCHEDULE VII (II),17.71,17.71,,17.71,,,MADHYA PRADESH,BHOPAL,City
BHEL,BHARAT HEAVY ELECTRICALS LTD.,SKILL DEVELOPMENT EXPENSES,,SCHEDULE VII (II),11.52,11.52,,11.52,,,KARNATAKA,BENGALURU,City
BHEL,BHARAT HEAVY ELECTRICALS LTD.,SKILL DEVELOPMENT EXPENSES,,SCHEDULE VII (II),159.16,159.16,,159.16,,,TAMIL NADU,TIRUCHIRAPPALLI,City
BHEL,BHARAT HEAVY ELECTRICALS LTD.,SKILL DEVELOPMENT EXPENSES,,SCHEDULE VII (II),18.38,18.38,,18.38,,,UTTARAKHAND,HARIDWAR,District
BHEL,BHARAT HEAVY ELECTRICALS LTD.,SKILL DEVELOPMENT EXPENSES,,SCHEDULE VII (II),17.02,17.02,,17.02,,,DELHI,DELHI /NCR,Town
BHEL,BHARAT HEAVY ELECTRICALS LTD.,SUPPORT FOR CONSTRUCTION OF MULTIPURPOSE HALL IN NURSING COLLEGE,,SCHEDULE VII (II),102.7,29.15,,29.15,,,MADHYA PRADESH,BHOPAL,City
BHEL,BHARAT HEAVY ELECTRICALS LTD.,SUPPORT TO CONSTRUCT 1000 INDIVIDUAL HOUSE-HOLD TOILETS TO BPL FAMILIES,,SCHEDULE VII (I),10.0,10.0,,,,10.0,TAMIL NADU,TIRUCHIRAPPALLI,City
BHEL,BHARAT HEAVY ELECTRICALS LTD.,TO PROVIDE FURNITURE TO VARIOUS SCHOOLS 1) 100 SETS BENCHES & DESKS - 6 LAKH 2) STEEL BUREAU - 25 NOS -2 LAKH 3) TABLES & CHAIRS FOR TEACHERS - 50 SETS -1.75 LAKHS,,SCHEDULE VII (II),10.2,10.18,,10.18,,,TAMIL NADU,THANJAVUR,District
BHEL,BHARAT HEAVY ELECTRICALS LTD.,TO PROVIDE FURNITURE TO VARIOUS SCHOOLS 1) 100 SETS BENCHES & DESKS - 6 LAKH 2) STEEL BUREAU - 25 NOS -2 LAKH 3) TABLES & CHAIRS FOR TEACHERS - 50 SETS -1.75 LAKHS,,SCHEDULE VII (II),10.2,10.18,,10.18,,,TAMIL NADU,TIRUCHIRAPPALLI,City
BPCL,BHARAT PETROLEUM CORP.LTD.,"ENSURING ENVIRONMENTAL SUSTAINABILITY, ECOLOGICAL BALANCE, PROTECTION OF FLORA AND FAUNA, ANIMAL WELFARE, AGROFORESTRY CONSERVATION OF NATURAL RESOURCES AND MAINTAINING QUALITY OF SOIL, AIR AND WATER.",,SCHEDULE VII (IV),302.64,44.05,,,,44.046,KARNATAKA,KOLAR,District
BPCL,BHARAT PETROLEUM CORP.LTD.,"ENSURING ENVIRONMENTAL SUSTAINABILITY, ECOLOGICAL BALANCE, PROTECTION OF FLORA AND FAUNA, ANIMAL WELFARE, AGROFORESTRY CONSERVATION OF NATURAL RESOURCES AND MAINTAINING QUALITY OF SOIL, AIR AND WATER.",,SCHEDULE VII (IV),302.64,44.05,,,,44.046,KARNATAKA,RAMANAGARA,District
BPCL,BHARAT PETROLEUM CORP.LTD.,"ENSURING ENVIRONMENTAL SUSTAINABILITY, ECOLOGICAL BALANCE, PROTECTION OF FLORA AND FAUNA, ANIMAL WELFARE, AGROFORESTRY CONSERVATION OF NATURAL RESOURCES AND MAINTAINING QUALITY OF SOIL, AIR AND WATER.",,SCHEDULE VII (IV),626.18,128.3,,,,128.302,MAHARASHTRA,PALGHAR,District
BPCL,BHARAT PETROLEUM CORP.LTD.,"ENSURING ENVIRONMENTAL SUSTAINABILITY, ECOLOGICAL BALANCE, PROTECTION OF FLORA AND FAUNA, ANIMAL WELFARE, AGROFORESTRY CONSERVATION OF NATURAL RESOURCES AND MAINTAINING QUALITY OF SOIL, AIR AND WATER.",,SCHEDULE VII (IV),472.49,67.98,,,,67.977,RAJASTHAN,BHARATPUR,District
BPCL,BHARAT PETROLEUM CORP.LTD.,"ENSURING ENVIRONMENTAL SUSTAINABILITY, ECOLOGICAL BALANCE, PROTECTION OF FLORA AND FAUNA, ANIMAL WELFARE, AGROFORESTRY CONSERVATION OF NATURAL RESOURCES AND MAINTAINING QUALITY OF SOIL, AIR AND WATER.",,SCHEDULE VII (IV),0.52,0.52,,,,0.524,MAHARASHTRA,AHMEDNAGAR,District
BPCL,BHARAT PETROLEUM CORP.LTD.,"ENSURING ENVIRONMENTAL SUSTAINABILITY, ECOLOGICAL BALANCE, PROTECTION OF FLORA AND FAUNA, ANIMAL WELFARE, AGROFORESTRY CONSERVATION OF NATURAL RESOURCES AND MAINTAINING QUALITY OF SOIL, AIR AND WATER.",,SCHEDULE VII (IV),253.61,35.77,,,,35.774,TAMIL NADU,TUTICORIN,City
BPCL,BHARAT PETROLEUM CORP.LTD.,"ERADICATING HUNGER, POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER.",,SCHEDULE VII (I),69.15,32.12,,,,32.12,MAHARASHTRA,MUMBAI,City
BPCL,BHARAT PETROLEUM CORP.LTD.,"ERADICATING HUNGER, POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER.",,SCHEDULE VII (I),54.92,23.16,,,,23.161,TAMIL NADU,CHENNAI,City
BPCL,BHARAT PETROLEUM CORP.LTD.,"ERADICATING HUNGER, POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER.",,SCHEDULE VII (I),1218.71,801.91,,801.906,,,TELANGANA,MEDAK,District
BPCL,BHARAT PETROLEUM CORP.LTD.,"ERADICATING HUNGER, POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER.",,SCHEDULE VII (I),1218.71,801.91,,801.906,,,TELANGANA,RANGA REDDY,District
BPCL,BHARAT PETROLEUM CORP.LTD.,"ERADICATING HUNGER, POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER.",,SCHEDULE VII (I),5.54,0.96,,,,0.96,GUJARAT,KHEDA,District
BPCL,BHARAT PETROLEUM CORP.LTD.,"ERADICATING HUNGER, POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER.",,SCHEDULE VII (I),0.77,0.77,,,,0.77,TAMIL NADU,TUTICORIN,City
BPCL,BHARAT PETROLEUM CORP.LTD.,"ERADICATING HUNGER, POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER.",,SCHEDULE VII (I),32.35,19.41,,,,19.41,KERALA,ERNAKULAM,District
BPCL,BHARAT PETROLEUM CORP.LTD.,"ERADICATING HUNGER, POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER.",,SCHEDULE VII (I),1013.64,304.57,,152.283,,152.283,WEST BENGAL,BARDHAMAN,City
BPCL,BHARAT PETROLEUM CORP.LTD.,"ERADICATING HUNGER, POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER.",,SCHEDULE VII (I),1013.64,304.57,,152.283,,152.283,WEST BENGAL,HOWRAH,City
BPCL,BHARAT PETROLEUM CORP.LTD.,"ERADICATING HUNGER, POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER.",,SCHEDULE VII (I),1013.64,304.57,,152.283,,152.283,WEST BENGAL,SOUTH 24 PARGANAS,District
BPCL,BHARAT PETROLEUM CORP.LTD.,"ERADICATING HUNGER, POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER.",,SCHEDULE VII (I),38.14,38.14,,,,38.142,KERALA,ERNAKULAM,District
BPCL,BHARAT PETROLEUM CORP.LTD.,"ERADICATING HUNGER, POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER.",,SCHEDULE VII (I),38.14,38.14,,,,38.142,KERALA,KOZHIKODE,City
BPCL,BHARAT PETROLEUM CORP.LTD.,"ERADICATING HUNGER, POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER.",,SCHEDULE VII (I),38.14,38.14,,,,38.142,KERALA,THIRUVANANTHAPURAM,City
BPCL,BHARAT PETROLEUM CORP.LTD.,"ERADICATING HUNGER, POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER.",,SCHEDULE VII (I),4.32,3.21,,,,3.205,MAHARASHTRA,MUMBAI,City
BPCL,BHARAT PETROLEUM CORP.LTD.,"ERADICATING HUNGER, POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER.",,SCHEDULE VII (I),4.32,3.21,,,,3.205,MAHARASHTRA,THANE,District
BPCL,BHARAT PETROLEUM CORP.LTD.,"ERADICATING HUNGER, POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER.",,SCHEDULE VII (I),211.0,92.45,,,,92.453,ALL STATES,ALL STATES,State
BPCL,BHARAT PETROLEUM CORP.LTD.,"ERADICATING HUNGER, POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER.",,SCHEDULE VII (I),1154.26,646.39,,646.387,,,BIHAR,ARARIA,Town
BPCL,BHARAT PETROLEUM CORP.LTD.,"ERADICATING HUNGER, POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER.",,SCHEDULE VII (I),1154.26,646.39,,646.387,,,BIHAR,BHOJPUR,District
BPCL,BHARAT PETROLEUM CORP.LTD.,"ERADICATING HUNGER, POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER.",,SCHEDULE VII (I),1154.26,646.39,,646.387,,,BIHAR,KATIHAR,District
BPCL,BHARAT PETROLEUM CORP.LTD.,"ERADICATING HUNGER, POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER.",,SCHEDULE VII (I),1154.26,646.39,,646.387,,,BIHAR,KHAGARIA,District
BPCL,BHARAT PETROLEUM CORP.LTD.,"ERADICATING HUNGER, POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER.",,SCHEDULE VII (I),1154.26,646.39,,646.387,,,BIHAR,MUZAFFARPUR,District
BPCL,BHARAT PETROLEUM CORP.LTD.,"ERADICATING HUNGER, POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER.",,SCHEDULE VII (I),1154.26,646.39,,646.387,,,BIHAR,PATNA,City
BPCL,BHARAT PETROLEUM CORP.LTD.,"ERADICATING HUNGER, POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER.",,SCHEDULE VII (I),6.0,0.75,,,,0.747,CHHATTISGARH,BASTAR,District
BPCL,BHARAT PETROLEUM CORP.LTD.,"ERADICATING HUNGER, POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER.",,SCHEDULE VII (I),10.0,2.47,,,,2.468,ODISHA,ANGUL,District
BPCL,BHARAT PETROLEUM CORP.LTD.,"ERADICATING HUNGER, POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER.",,SCHEDULE VII (I),10.0,2.47,,,,2.468,ODISHA,DHENKANAL,District
BPCL,BHARAT PETROLEUM CORP.LTD.,"ERADICATING HUNGER, POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER.",,SCHEDULE VII (I),10.0,2.47,,,,2.468,ODISHA,JAGATSINGHPUR,Town
BPCL,BHARAT PETROLEUM CORP.LTD.,"ERADICATING HUNGER, POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER.",,SCHEDULE VII (I),10.0,2.47,,,,2.468,ODISHA,JAJPUR,District
BPCL,BHARAT PETROLEUM CORP.LTD.,"ERADICATING HUNGER, POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER.",,SCHEDULE VII (I),10.0,2.47,,,,2.468,ODISHA,KENDRAPUR,Town
BPCL,BHARAT PETROLEUM CORP.LTD.,"ERADICATING HUNGER, POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER.",,SCHEDULE VII (I),10.0,2.47,,,,2.468,ODISHA,NAYAGARH,District
BPCL,BHARAT PETROLEUM CORP.LTD.,"ERADICATING HUNGER, POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER.",,SCHEDULE VII (I),2059.58,303.57,,151.784,,151.784,MADHYA PRADESH,BADWANI,Village
BPCL,BHARAT PETROLEUM CORP.LTD.,"ERADICATING HUNGER, POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER.",,SCHEDULE VII (I),2059.58,303.57,,151.784,,151.784,MADHYA PRADESH,MANDLA,District
BPCL,BHARAT PETROLEUM CORP.LTD.,"ERADICATING HUNGER, POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER.",,SCHEDULE VII (I),2059.58,303.57,,151.784,,151.784,MADHYA PRADESH,SEHORE,District
BPCL,BHARAT PETROLEUM CORP.LTD.,"ERADICATING HUNGER, POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER.",,SCHEDULE VII (I),6.08,5.47,,,,5.475,UTTAR PRADESH,RAEBARELI,District
BPCL,BHARAT PETROLEUM CORP.LTD.,"ERADICATING HUNGER, POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER.",,SCHEDULE VII (I),1464.79,357.5,,,,357.5,CHHATTISGARH,SURGUJA,District
