Symbol,Company,Activity,Sector,Schedule,Amount to be Spent as decided by Company (Rs.lacs),Actual Amount Spent (Rs.lacs),Direct-Agency Name/s,Direct-Amount (Rs.lacs),Implementing Agency Name/s,Implementing Agency-Amount (Rs.lacs),Resolved_State,Resolved_Location,Location_Class
NMDC,NMDC LTD.,"PROTECTION OF NATIONAL HERITAGE, ART AND CULTURE INCLUDING RESTORATION OF BUILDINGS AND SITES OF HISTORICAL IMPORTANCE AND WORKS OF ART; SETTING UP PUBLIC LIBRARIES; PROMOTION AND DEVELOPMENT OF TRADITIONAL ARTS AND HANDICRAFTS",,SCHEDULE VII (V),748.76,515.41,,515.41,,,KARNATAKA,BELLARY,City
NMDC,NMDC LTD.,RURAL DEVELOPMENT PROJECTS,,SCHEDULE VII (X),6063.65,3481.28,,1740.64,,1740.64,CHHATTISGARH,BASTAR,District
NMDC,NMDC LTD.,RURAL DEVELOPMENT PROJECTS,,SCHEDULE VII (X),6063.65,3481.28,,1740.64,,1740.64,CHHATTISGARH,BIJAPUR,Town
NMDC,NMDC LTD.,RURAL DEVELOPMENT PROJECTS,,SCHEDULE VII (X),6063.65,3481.28,,1740.64,,1740.64,CHHATTISGARH,DANTEWADA,District
NMDC,NMDC LTD.,RURAL DEVELOPMENT PROJECTS,,SCHEDULE VII (X),6063.65,3481.28,,1740.64,,1740.64,CHHATTISGARH,KANKER,Town
NMDC,NMDC LTD.,RURAL DEVELOPMENT PROJECTS,,SCHEDULE VII (X),6063.65,3481.28,,1740.64,,1740.64,CHHATTISGARH,KONDAGAON,Town
NMDC,NMDC LTD.,RURAL DEVELOPMENT PROJECTS,,SCHEDULE VII (X),6063.65,3481.28,,1740.64,,1740.64,CHHATTISGARH,NARAYANPUR,District
NMDC,NMDC LTD.,RURAL DEVELOPMENT PROJECTS,,SCHEDULE VII (X),6063.65,3481.28,,1740.64,,1740.64,CHHATTISGARH,SUKMA,District
NMDC,NMDC LTD.,RURAL DEVELOPMENT PROJECTS,,SCHEDULE VII (X),6063.65,3481.28,,1740.64,,1740.64,KARNATAKA,BELLARY,City
NMDC,NMDC LTD.,RURAL DEVELOPMENT PROJECTS,,SCHEDULE VII (X),6063.65,3481.28,,1740.64,,1740.64,MADHYA PRADESH,PANNA,District
NMDC,NMDC LTD.,"TRAINING TO PROMOTE RURAL SPORTS, NATIONALLY RECOGNIZED SPORTS",,SCHEDULE VII (VII),999.2,984.7,,492.35,,492.35,CHHATTISGARH,BASTAR,District
NMDC,NMDC LTD.,"TRAINING TO PROMOTE RURAL SPORTS, NATIONALLY RECOGNIZED SPORTS",,SCHEDULE VII (VII),999.2,984.7,,492.35,,492.35,CHHATTISGARH,BIJAPUR,Town
NMDC,NMDC LTD.,"TRAINING TO PROMOTE RURAL SPORTS, NATIONALLY RECOGNIZED SPORTS",,SCHEDULE VII (VII),999.2,984.7,,492.35,,492.35,CHHATTISGARH,DANTEWADA,District
NMDC,NMDC LTD.,"TRAINING TO PROMOTE RURAL SPORTS, NATIONALLY RECOGNIZED SPORTS",,SCHEDULE VII (VII),999.2,984.7,,492.35,,492.35,CHHATTISGARH,KANKER,Town
NMDC,NMDC LTD.,"TRAINING TO PROMOTE RURAL SPORTS, NATIONALLY RECOGNIZED SPORTS",,SCHEDULE VII (VII),999.2,984.7,,492.35,,492.35,CHHATTISGARH,KONDAGAON,Town
NMDC,NMDC LTD.,"TRAINING TO PROMOTE RURAL SPORTS, NATIONALLY RECOGNIZED SPORTS",,SCHEDULE VII (VII),999.2,984.7,,492.35,,492.35,CHHATTISGARH,NARAYANPUR,District
NMDC,NMDC LTD.,"TRAINING TO PROMOTE RURAL SPORTS, NATIONALLY RECOGNIZED SPORTS",,SCHEDULE VII (VII),999.2,984.7,,492.35,,492.35,CHHATTISGARH,SUKMA,District
NMDC,NMDC LTD.,"TRAINING TO PROMOTE RURAL SPORTS, NATIONALLY RECOGNIZED SPORTS",,SCHEDULE VII (VII),999.2,984.7,,492.35,,492.35,MADHYA PRADESH,PANNA,District
NMDC,NMDC LTD.,"TRAINING TO PROMOTE RURAL SPORTS, NATIONALLY RECOGNIZED SPORTS",,SCHEDULE VII (VII),999.2,984.7,,492.35,,492.35,TAMIL NADU,TAMIL NADU,State
NOCIL,NOCIL LTD.,CHARITABLE & PHILANTHROPIC VIZ. EDUCATION HEALTHCARE & RURAL DEVELOPMENT,,"SCHEDULE VII (I), SCHEDULE VII (II), SCHEDULE VII (X)",40.0,40.0,,40.0,,,MADHYA PRADESH,CHITRAKOOT,District
NOCIL,NOCIL LTD.,CHARITABLE & PHILANTHROPIC VIZ. EDUCATION HEALTHCARE & RURAL DEVELOPMENT,,"SCHEDULE VII (I), SCHEDULE VII (II), SCHEDULE VII (X)",40.0,40.0,,40.0,,,MADHYA PRADESH,SATNA,District
NOCIL,NOCIL LTD.,CHARITABLE & PHILANTHROPIC VIZ. EDUCATION HEALTHCARE & RURAL DEVELOPMENT,,"SCHEDULE VII (I), SCHEDULE VII (II), SCHEDULE VII (X)",40.0,40.0,,40.0,,,MADHYA PRADESH,ANANDPUR,District
NOCIL,NOCIL LTD.,CHARITABLE & PHILANTHROPIC VIZ. EDUCATION HEALTHCARE & RURAL DEVELOPMENT,,"SCHEDULE VII (I), SCHEDULE VII (II), SCHEDULE VII (X)",40.0,40.0,,40.0,,,MADHYA PRADESH,VIDISHA,District
NOCIL,NOCIL LTD.,CHARITABLE & PHILANTHROPIC VIZ. HEALTH-CARE,,SCHEDULE VII (I),40.0,40.0,,40.0,,,MAHARASHTRA,THANE,District
NOCIL,NOCIL LTD.,EDUCATION,,SCHEDULE VII (II),10.0,10.0,,10.0,,,MAHARASHTRA,MUMBAI,City
NOCIL,NOCIL LTD.,EDUCATION,,SCHEDULE VII (II),0.44,0.44,,0.44,,,GUJARAT,DAHEJ,Town
NOCIL,NOCIL LTD.,ENVIRONMENT PROTECTION,,SCHEDULE VII (IV),2.47,2.47,,2.47,,,MAHARASHTRA,KALYAN,District
NOCIL,NOCIL LTD.,ENVIRONMENTAL AWARENESS,,SCHEDULE VII (IV),1.75,1.75,,1.75,,,MAHARASHTRA,MUMBAI,City
NOCIL,NOCIL LTD.,"HEALTH SERVICES, EDUCATIONAL AND SOCIAL INITIATIVES",,"SCHEDULE VII (I), SCHEDULE VII (II)",10.0,10.0,,10.0,,,MAHARASHTRA,NANDURBAR,District
NOCIL,NOCIL LTD.,"HEALTH SERVICES, EDUCATIONAL AND SOCIAL INITIATIVES",,"SCHEDULE VII (I), SCHEDULE VII (II)",10.0,10.0,,10.0,,,MAHARASHTRA,RAIGAD,District
NOCIL,NOCIL LTD.,"HEALTH SERVICES, EDUCATIONAL AND SOCIAL INITIATIVES",,"SCHEDULE VII (I), SCHEDULE VII (II)",10.0,10.0,,10.0,,,MAHARASHTRA,THANE,District
NOCIL,NOCIL LTD.,PROMOTION OF HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER,,SCHEDULE VII (I),20.2,20.2,,,,20.2,MAHARASHTRA,PUNE,City
NOCIL,NOCIL LTD.,PROMOTION OF OLYMPIC SPORTS,,SCHEDULE VII (VII),25.0,25.0,,,,25.0,MAHARASHTRA,MUMBAI,City
NOCIL,NOCIL LTD.,RURAL/ TRIBAL POVERTY REDUCTION PROGRAMMES,,SCHEDULE VII (II),25.0,25.0,,25.0,,,GUJARAT,DAHOD,District
NOIDATOLL,NOIDA TOLL BRIDGE CO.LTD.,IMPROVEMENT OF LEARNING LEVELS.,,SCHEDULE VII (II),28.12,25.25,,,,25.25,ALL STATES,ALL STATES,State
NOIDATOLL,NOIDA TOLL BRIDGE CO.LTD.,INFRASTRUCTURE IMPROVEMENT OF SCHOOL,,SCHEDULE VII (II),33.97,32.3,,,,32.3,ALL STATES,ALL STATES,State
NOIDATOLL,NOIDA TOLL BRIDGE CO.LTD.,PROVISION OF CLEAN DRINKING WATER,,SCHEDULE VII (I),3.14,3.05,,,,3.05,ALL STATES,ALL STATES,State
NOIDATOLL,NOIDA TOLL BRIDGE CO.LTD.,PROVISION OF PRIMARY HEALTH SERVICES THROUGH MOBILE MEDICAL UNIT,,SCHEDULE VII (I),25.0,22.47,,,,22.47,ALL STATES,ALL STATES,State
NOIDATOLL,NOIDA TOLL BRIDGE CO.LTD.,TOILET BLOCKS FOR PRIMARY AND SENIOR SCHOOLS,,SCHEDULE VII (I),5.5,3.76,,,,3.76,ALL STATES,ALL STATES,State
NOIDATOLL,NOIDA TOLL BRIDGE CO.LTD.,TREATMENT OF 100 CHILDREN DIAGNOSED WITH CLUB FOOT,,SCHEDULE VII (I),15.95,5.8,,,,5.8,ALL STATES,ALL STATES,State
NECCLTD,NORTH EASTERN CARRYING CORP.LTD.,"CONTRIBUTION IN PROJECT UNNATI FOR SPONSORING SALARY OF TEACHERS AND PROVIDING STATIONERY TO STUDENTS, PROMOTING EDUCATION INCLUDING SPECIAL EDUCATION AND EMPLOYMENT ENHANCING VOCATION SKILLS, ESPECIALLY AMONG CHILDREN, WOMEN, ELDERLY AND DIFFERENTLY-ABLED AND LIVELIHOOD ENHANCEMENT PROJECTS",,SCHEDULE VII (II),,3.95,,3.952,,,DELHI,DELHI,State
NECCLTD,NORTH EASTERN CARRYING CORP.LTD.,"DONATION TO SEWA BAHRTI, PROMOTING EDUCATION INCLUDING SPECIAL EDUCATION AND EMPLOYMENT ENHANCING VOCATION SKILLS, ESPECIALLY AMONG CHILDREN, WOMEN, ELDERLY AND DIFFERENTLY-ABLED AND LIVELIHOOD ENHANCEMENT PROJECTS",,SCHEDULE VII (II),,10.0,,10.0,,,DELHI,DELHI,State
NECCLTD,NORTH EASTERN CARRYING CORP.LTD.,"EDUCATION TO CHILDREN IN RURAL AREAS BY CONTRIBUTING TO BHARAT LOK SIKSHA PARISHAD, PROMOTING EDUCATION INCLUDING SPECIAL EDUCATION AND EMPLOYMENT ENHANCING VOCATION SKILLS, ESPECIALLY AMONG CHILDREN, WOMEN, ELDERLY AND DIFFERENTLY-ABLED AND LIVELIHOOD ENHANCEMENT PROJECTS",,SCHEDULE VII (II),,4.0,,4.0,,,DELHI,DELHI,State
NRBBEARING,NRB BEARINGS LTD.,CONSERVATION OF NATURAL RESOURCES,,SCHEDULE VII (IV),2.9,2.9,,,BOMBAY CHAMBER,2.9,MAHARASHTRA,MARATHWADA,Town
NRBBEARING,NRB BEARINGS LTD.,"ENVIRONMENTAL SUSTAINABILITY, NATURAL DISASTER",,SCHEDULE VII (IV),5.0,5.0,,,GHANEWADI JAL SARAKSHAN MANCH,5.0,MAHARASHTRA,JALNA,District
NRBBEARING,NRB BEARINGS LTD.,MIDDAY MEAL FOR CHILDREN SOCIAL BUSINESS PROJECT,,SCHEDULE VII (I),5.0,5.0,,,"AKSHAYA PATRA FOUNDATION,THE",5.0,MAHARASHTRA,MUMBAI,City
NRBBEARING,NRB BEARINGS LTD.,PROMOTING EDUCATION & EMPLOYMENT ENHANCING VOCATIONAL SKILLS,,SCHEDULE VII (II),25.0,25.0,,,ASEEMA CHARITABLE TRUST,25.0,MAHARASHTRA,IGATPURI,Town
NRBBEARING,NRB BEARINGS LTD.,PROMOTING EDUCATION & EMPLOYMENT ENHANCING VOCATIONAL SKILLS,,SCHEDULE VII (II),25.0,25.0,,,ASEEMA CHARITABLE TRUST,25.0,MAHARASHTRA,MUMBAI,City
NRBBEARING,NRB BEARINGS LTD.,PROMOTION OF EDUCATION,,SCHEDULE VII (II),75.0,75.0,,,INTERNATIONAL FOUNDATION FOR RESEARCH & EDUCATION-ASHOKA UNIVERSITY,75.0,HARYANA,HARYANA,State
NRBBEARING,NRB BEARINGS LTD.,PROMOTION OF EDUCATION,,SCHEDULE VII (II),7.0,7.0,,,AUROVILLE UNITY FUND,7.0,PUDUCHERRY,PUDUCHERRY,State
NRBBEARING,NRB BEARINGS LTD.,PROMOTION OF EDUCATION,,SCHEDULE VII (II),6.0,6.0,,,"CENTRE OF EXCELLENCE (COEOGE), IIT BOMBAY",6.0,MAHARASHTRA,MUMBAI,City
NRBBEARING,NRB BEARINGS LTD.,SOCIAL BUSINESS PROJECT,,COMMUNITY DEVELOPMENT/ INFRASTRUCTURE/ SOCIAL WELFARE/ CHILD WELFARE,3.0,3.0,,,INDIAN CANCER SOCIETY,3.0,MAHARASHTRA,MUMBAI,City
NTPC,NTPC LTD.,"ENSURING ENVIRONMENTAL SUSTAINABILITY, ECOLOGICAL BALANCE, PROTECTION OF FLORA AND FAUNA, ANIMAL WELFARE, AGROFORESTRY, CONSERVATION OF NATURAL RESOURCES AND MAINTAINING QUALITY OF SOIL, AIR AND WATER INCLUDING CONTRIBUTION TO THE CLEAN GANGA FUND SET-UP BY THE CENTRAL GOVERNMENT FOR REJUVENATION OF RIVER GANGA",,SCHEDULE VII (IV),6058.0,3533.0,NTPC FOUNDATION,1766.5,,1766.5,ALL STATES,ALL STATES,State
NTPC,NTPC LTD.,"ERADICATING HUNGER, POVERTY AND MALNUTRITION, PROMOTING HEALTHCARE INCL. PREVENTIVE HEALTH CARE AND SANITATION INCLUDING CONTRIBUTION TO THE SWACHH BHARAT KOSH SET-UP BY THE CENTRAL GOVERNMENT FOR THE PROMOTION OF SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER",,SCHEDULE VII (I),6671.0,10061.0,NTPC FOUNDATION,5030.5,,5030.5,ALL STATES,ALL STATES,State
NTPC,NTPC LTD.,"PROMOTING EDUCATION, INCLUDING SPECIAL EDUCATION AND EMPLOYMENT ENHANCING VOCATION SKILLS ESPECIALLY AMONG CHILDREN, WOMEN, ELDERLY, AND THE DIFFERENTLY ABLED AND LIVELIHOOD ENHANCEMENT PROJECTS",,SCHEDULE VII (II),5306.0,6045.0,NTPC FOUNDATION,3022.5,,3022.5,ALL STATES,ALL STATES,State
NTPC,NTPC LTD.,"PROMOTING EDUCATION, INCLUDING SPECIAL EDUCATION AND EMPLOYMENT ENHANCING VOCATION SKILLS ESPECIALLY AMONG CHILDREN, WOMEN, ELDERLY, AND THE DIFFERENTLY ABLED AND LIVELIHOOD ENHANCEMENT PROJECTS, PROMOTING GENDER EQUALITY, EMPOWERING WOMEN, SETTING UP HOMES AND HOSTELS FOR WOMEN AND ORPHANS; SETTING UP OLD AGE HOMES, DAY CARE CENTRES AND SUCH OTHER FACILITIES FOR SENIOR CITIZENS AND MEASURES FOR REDUCING INEQUALITIES FACED BY SOCIALLY AND ECONOMICALLY BACKWARD GROUPS, ENSURING ENVIRONMENTAL SUSTAINABILITY, ECOLOGICAL BALANCE, PROTECTION OF FLORA AND FAUNA, ANIMAL WELFARE, AGROFORESTRY, CONSERVATION OF NATURAL RESOURCES AND MAINTAINING QUALITY OF SOIL, AIR AND WATER INCLUDING CONTRIBUTION TO THE CLEAN GANGA FUND SET-UP BY THE CENTRAL GOVERNMENT FOR REJUVENATION OF RIVER GANGA",,"SCHEDULE VII (II), SCHEDULE VII (III), SCHEDULE VII (IV)",1419.0,1601.0,NTPC FOUNDATION,800.5,,800.5,ALL STATES,ALL STATES,State
NTPC,NTPC LTD.,"PROTECTION OF NATIONAL HERITAGE, ART AND CULTURE INCLUDING RESTORATION OF BUILDINGS AND SITES OF HISTORICAL IMPORTANCE AND WORKS OF ART; SETTING UP PUBLIC LIBRARIES; PROMOTION AND DEVELOPMENT OF TRADITIONAL ARTS AND HANDICRAFTS",,SCHEDULE VII (V),128.0,82.0,NTPC FOUNDATION,41.0,,41.0,ALL STATES,ALL STATES,State
NTPC,NTPC LTD.,RURAL DEVELOPMENT,,SCHEDULE VII (X),3266.0,5130.0,NTPC FOUNDATION,2565.0,,2565.0,ALL STATES,ALL STATES,State
NTPC,NTPC LTD.,"TRAINING TO PROMOTE RURAL SPORTS, NATIONALLY RECOGNIZED SPORTS, PARALYMPIC SPORTS AND OLYMPIC SPORTS",,SCHEDULE VII (VII),161.0,190.0,NTPC FOUNDATION,95.0,,95.0,ALL STATES,ALL STATES,State
NUCLEUS,NUCLEUS SOFTWARE EXPORTS LTD.,ASSISTANCE IN HEALTHCARE PROMOTION,,SCHEDULE VII (I),5.0,5.0,NUCLEUS SOFTWARE FOUNDATION,5.0,,,HARYANA,FARIDABAD,City
NUCLEUS,NUCLEUS SOFTWARE EXPORTS LTD.,LIVELIHOOD PROMOTION SKILL DEVELOPMENT WORK,,SCHEDULE VII (II),4.0,4.0,NUCLEUS SOFTWARE FOUNDATION,4.0,,,TAMIL NADU,CHENNAI,City
NUCLEUS,NUCLEUS SOFTWARE EXPORTS LTD.,PROMOTING EDUCATION,,SCHEDULE VII (II),7.0,7.0,NUCLEUS SOFTWARE FOUNDATION,7.0,,,UTTARAKHAND,IIT ROORKEE,Town
NUCLEUS,NUCLEUS SOFTWARE EXPORTS LTD.,PROMOTING EDUCATION,,SCHEDULE VII (II),75.0,75.0,NUCLEUS SOFTWARE FOUNDATION,75.0,,,DELHI,DELHI,State
OBEROIRLTY,OBEROI REALTY LTD.,PROMOTING EDUCATION,,SCHEDULE VII (II),,0.1,CREDAI CSR FOUNDATION,0.1,,,ALL STATES,ALL STATES,State
OBEROIRLTY,OBEROI REALTY LTD.,"PROTECTION OF FLORA AND FAUNA, MAINTENANCE OF ECOLOGICAL BALANCE",,SCHEDULE VII (IV),,2.0,GREEN HEALTH FOUNDATION,2.0,,,MAHARASHTRA,MUMBAI,City
OBEROIRLTY,OBEROI REALTY LTD.,"PROTECTION OF FLORA AND FAUNA, MAINTENANCE OF ECOLOGICAL BALANCE",,SCHEDULE VII (IV),,31.06,,31.06,,,MAHARASHTRA,MUMBAI,City
OBEROIRLTY,OBEROI REALTY LTD.,RURAL DEVELOPMENT,,SCHEDULE VII (X),,10.0,DINDAYAL BAHUUDDESHIYA PRASARAK MANDAL,10.0,,,MAHARASHTRA,YAVATMAL,District
OCL,OCL INDIA LTD.,"EDUCATION AND LIVELIHOOD (EDUCATION IN SCHOOLS, DIKSHA SKILL TRAINING CENTRE, MUSHROOM CULTIVATION, STITCHING & TAILORING, BEAUTY CULTURE, SOFT TOY MAKING TRAININGS, ETC.), PROMOTION OF EDUCATION INCLUDING SPECIAL EDUCATION AND EMPLOYMENT ENHANCING VOCATION SKILLS ESPECIALLY AMONG CHILDREN, WOMEN, ELDERLY, AND THE DIFFERENTLY ABLED & LIVELIHOOD ENHANCEMENT PROJECT",,SCHEDULE VII (II),7.0,8.0,DALMIA BHARAT FOUNDATION,8.0,,,ODISHA,CUTTACK,City
OCL,OCL INDIA LTD.,"EDUCATION AND LIVELIHOOD (EDUCATION IN SCHOOLS, DIKSHA SKILL TRAINING CENTRE, MUSHROOM CULTIVATION, STITCHING & TAILORING, BEAUTY CULTURE, SOFT TOY MAKING TRAININGS, ETC.), PROMOTION OF EDUCATION INCLUDING SPECIAL EDUCATION AND EMPLOYMENT ENHANCING VOCATION SKILLS ESPECIALLY AMONG CHILDREN, WOMEN, ELDERLY, AND THE DIFFERENTLY ABLED & LIVELIHOOD ENHANCEMENT PROJECT",,SCHEDULE VII (II),7.0,8.0,DALMIA BHARAT FOUNDATION,8.0,,,ODISHA,SUNDARGARH,District
OCL,OCL INDIA LTD.,"EDUCATION AND LIVELIHOOD (EDUCATION IN SCHOOLS, DIKSHA SKILL TRAINING CENTRE, MUSHROOM CULTIVATION, STITCHING & TAILORING, BEAUTY CULTURE, SOFT TOY MAKING TRAININGS, ETC.), PROMOTION OF EDUCATION INCLUDING SPECIAL EDUCATION AND EMPLOYMENT ENHANCING VOCATION SKILLS ESPECIALLY AMONG CHILDREN, WOMEN, ELDERLY, AND THE DIFFERENTLY ABLED & LIVELIHOOD ENHANCEMENT PROJECT",,SCHEDULE VII (II),7.0,8.0,DALMIA BHARAT FOUNDATION,8.0,,,WEST BENGAL,MEDINIPUR,City
OCL,OCL INDIA LTD.,"ENERGY CONSERVATION (BIO GAS PLANTS, FUEL EFFICIENT COOKSTOVES, SOLAR PRODUCTS), ENSURING ENVIRONMENTAL SUSTAINABILITY, ECOLOGICAL BALANCE, PROTECTION OF FLORA AND FAUNA, ANIMAL WELFARE, AGROFORESTRY, CONSERVATION OF NATURAL RESOURCES AND MAINTAINING QUALITY OF SOIL, AIR AND WATER",,SCHEDULE VII (IV),9.0,9.4,DALMIA BHARAT FOUNDATION,9.4,,,ODISHA,CUTTACK,City
OCL,OCL INDIA LTD.,"ENERGY CONSERVATION (BIO GAS PLANTS, FUEL EFFICIENT COOKSTOVES, SOLAR PRODUCTS), ENSURING ENVIRONMENTAL SUSTAINABILITY, ECOLOGICAL BALANCE, PROTECTION OF FLORA AND FAUNA, ANIMAL WELFARE, AGROFORESTRY, CONSERVATION OF NATURAL RESOURCES AND MAINTAINING QUALITY OF SOIL, AIR AND WATER",,SCHEDULE VII (IV),9.0,9.4,DALMIA BHARAT FOUNDATION,9.4,,,ODISHA,SUNDARGARH,District
OCL,OCL INDIA LTD.,"ENERGY CONSERVATION (BIO GAS PLANTS, FUEL EFFICIENT COOKSTOVES, SOLAR PRODUCTS), ENSURING ENVIRONMENTAL SUSTAINABILITY, ECOLOGICAL BALANCE, PROTECTION OF FLORA AND FAUNA, ANIMAL WELFARE, AGROFORESTRY, CONSERVATION OF NATURAL RESOURCES AND MAINTAINING QUALITY OF SOIL, AIR AND WATER",,SCHEDULE VII (IV),9.0,9.4,DALMIA BHARAT FOUNDATION,9.4,,,WEST BENGAL,MEDINIPUR,City
OCL,OCL INDIA LTD.,"HEALTH AND SANITATION (HEALTH CAMPS, DISPENSARY, MOBILE MEDICAL UNITS, LOW COST TOILETS, SCHOOL TOILET UNITS, AWARENESS PROGRAMS ON HEALTH ISSUES), ERADICATING EXTREME HUNGER AND POVERTY AND MALNUTRITION, PROMOTING HEALTH CARE INCLUDING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE DRINKING WATER",,SCHEDULE VII (I),43.0,44.9,DALMIA BHARAT FOUNDATION,44.9,,,ODISHA,CUTTACK,City
OCL,OCL INDIA LTD.,"HEALTH AND SANITATION (HEALTH CAMPS, DISPENSARY, MOBILE MEDICAL UNITS, LOW COST TOILETS, SCHOOL TOILET UNITS, AWARENESS PROGRAMS ON HEALTH ISSUES), ERADICATING EXTREME HUNGER AND POVERTY AND MALNUTRITION, PROMOTING HEALTH CARE INCLUDING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE DRINKING WATER",,SCHEDULE VII (I),43.0,44.9,DALMIA BHARAT FOUNDATION,44.9,,,ODISHA,SUNDARGARH,District
OCL,OCL INDIA LTD.,"HEALTH AND SANITATION (HEALTH CAMPS, DISPENSARY, MOBILE MEDICAL UNITS, LOW COST TOILETS, SCHOOL TOILET UNITS, AWARENESS PROGRAMS ON HEALTH ISSUES), ERADICATING EXTREME HUNGER AND POVERTY AND MALNUTRITION, PROMOTING HEALTH CARE INCLUDING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE DRINKING WATER",,SCHEDULE VII (I),43.0,44.9,DALMIA BHARAT FOUNDATION,44.9,,,WEST BENGAL,MEDINIPUR,City
OCL,OCL INDIA LTD.,"RURAL DEVELOPMENT (INFRASTRUCTURE, PROMOTING SPORTS AND SPORTS EVENTS, AWARENESS PROGRAMS ON SOCIAL ISSUES),",,"SCHEDULE VII (VII), SCHEDULE VII (X)",192.0,200.3,DALMIA BHARAT FOUNDATION,200.3,,,ODISHA,CUTTACK,City
OCL,OCL INDIA LTD.,"RURAL DEVELOPMENT (INFRASTRUCTURE, PROMOTING SPORTS AND SPORTS EVENTS, AWARENESS PROGRAMS ON SOCIAL ISSUES),",,"SCHEDULE VII (VII), SCHEDULE VII (X)",192.0,200.3,DALMIA BHARAT FOUNDATION,200.3,,,ODISHA,SUNDARGARH,District
OCL,OCL INDIA LTD.,"RURAL DEVELOPMENT (INFRASTRUCTURE, PROMOTING SPORTS AND SPORTS EVENTS, AWARENESS PROGRAMS ON SOCIAL ISSUES),",,"SCHEDULE VII (VII), SCHEDULE VII (X)",192.0,200.3,DALMIA BHARAT FOUNDATION,200.3,,,WEST BENGAL,MEDINIPUR,City
OCL,OCL INDIA LTD.,"SOIL AND WATER CONSERVATION (CHECK DAMS, DRIP IRRIGATION, VILLAGE PONDS, FARM PONDS,ORGANIC FARMING, VERMICOMPOST), ENSURING ENVIRONMENTAL SUSTAINABILITY, ECOLOGICAL BALANCE, PROTECTION OF FLORA AND FAUNA, ANIMAL WELFARE, AGROFORESTRY, CONSERVATION OF NATURAL RESOURCES AND MAINTAINING QUALITY OF SOIL, AIR AND WATER",,SCHEDULE VII (IV),91.0,95.0,DALMIA BHARAT FOUNDATION,95.0,,,ODISHA,CUTTACK,City
OCL,OCL INDIA LTD.,"SOIL AND WATER CONSERVATION (CHECK DAMS, DRIP IRRIGATION, VILLAGE PONDS, FARM PONDS,ORGANIC FARMING, VERMICOMPOST), ENSURING ENVIRONMENTAL SUSTAINABILITY, ECOLOGICAL BALANCE, PROTECTION OF FLORA AND FAUNA, ANIMAL WELFARE, AGROFORESTRY, CONSERVATION OF NATURAL RESOURCES AND MAINTAINING QUALITY OF SOIL, AIR AND WATER",,SCHEDULE VII (IV),91.0,95.0,DALMIA BHARAT FOUNDATION,95.0,,,ODISHA,SUNDARGARH,District
OCL,OCL INDIA LTD.,"SOIL AND WATER CONSERVATION (CHECK DAMS, DRIP IRRIGATION, VILLAGE PONDS, FARM PONDS,ORGANIC FARMING, VERMICOMPOST), ENSURING ENVIRONMENTAL SUSTAINABILITY, ECOLOGICAL BALANCE, PROTECTION OF FLORA AND FAUNA, ANIMAL WELFARE, AGROFORESTRY, CONSERVATION OF NATURAL RESOURCES AND MAINTAINING QUALITY OF SOIL, AIR AND WATER",,SCHEDULE VII (IV),91.0,95.0,DALMIA BHARAT FOUNDATION,95.0,,,WEST BENGAL,MEDINIPUR,City
OCL,OCL INDIA LTD.,"WOMEN EMPOWERMENT SELF HELP GROUP FORMATION AND TRAINING, PROMOTING GENDER EQUALITY, EMPOWERING WOMEN, SETTING UP HOMES AND HOSTELS FOR WOMEN AND ORPHANS; SETTING UP OLD AGE HOMES, DAY CARE CENTRES AND SUCH OTHER FACILITIES FOR SENIOR CITIZENS AND MEASURES FOR REDUCING INEQUALITIES FACED BY SOCIALLY AND ECONOMICALLY BACKWARD GROUPS",,SCHEDULE VII (III),3.0,3.1,DALMIA BHARAT FOUNDATION,3.1,,,ODISHA,CUTTACK,City
OCL,OCL INDIA LTD.,"WOMEN EMPOWERMENT SELF HELP GROUP FORMATION AND TRAINING, PROMOTING GENDER EQUALITY, EMPOWERING WOMEN, SETTING UP HOMES AND HOSTELS FOR WOMEN AND ORPHANS; SETTING UP OLD AGE HOMES, DAY CARE CENTRES AND SUCH OTHER FACILITIES FOR SENIOR CITIZENS AND MEASURES FOR REDUCING INEQUALITIES FACED BY SOCIALLY AND ECONOMICALLY BACKWARD GROUPS",,SCHEDULE VII (III),3.0,3.1,DALMIA BHARAT FOUNDATION,3.1,,,ODISHA,SUNDARGARH,District
OCL,OCL INDIA LTD.,"WOMEN EMPOWERMENT SELF HELP GROUP FORMATION AND TRAINING, PROMOTING GENDER EQUALITY, EMPOWERING WOMEN, SETTING UP HOMES AND HOSTELS FOR WOMEN AND ORPHANS; SETTING UP OLD AGE HOMES, DAY CARE CENTRES AND SUCH OTHER FACILITIES FOR SENIOR CITIZENS AND MEASURES FOR REDUCING INEQUALITIES FACED BY SOCIALLY AND ECONOMICALLY BACKWARD GROUPS",,SCHEDULE VII (III),3.0,3.1,DALMIA BHARAT FOUNDATION,3.1,,,WEST BENGAL,MEDINIPUR,City
OISL,OCL IRON & STEEL LTD.,"COMBATING HIV, AIDS, MALARIA AND OTHER DISEASES",,SCHEDULE VII (I),3.58,3.58,,3.58,,,ALL STATES,ALL STATES,State
