Symbol,Company,Activity,Sector,Schedule,Amount to be Spent as decided by Company (Rs.lacs),Actual Amount Spent (Rs.lacs),Direct-Agency Name/s,Direct-Amount (Rs.lacs),Implementing Agency Name/s,Implementing Agency-Amount (Rs.lacs),States (City/Town/District/Village)
RELIANCE,RELIANCE INDUSTRIES LTD.,HEALTH - SIR HN RELIANCE FOUNDATION HOSPITAL AND RESEARCH CENTRE,,SCHEDULE VII (I),61375.0,55389.0,RELIANCE FOUNDATION,27694.5,,27694.5,MAHARASHTRA (MUMBAI)
RELIANCE,RELIANCE INDUSTRIES LTD.,HEALTH - TO DEVELOP INNOVATIVE TECHNOLOGY THAT WILL HELP TRAIN MEDICAL STUDENTS AND CLINICIANS FOR BETTER DIAGNOSIS AND IMPROVED HEALTHCARE,,SCHEDULE VII (I),3500.0,2425.0,RELIANCE FOUNDATION,1212.5,,1212.5,MAHARASHTRA (MUMBAI)
RELIANCE,RELIANCE INDUSTRIES LTD.,"HEALTH OUTREACH PROGRAMME II - STATIC, MOBILE MEDICAL UNITS AND CAMPS FOR PRIMARAND PREVENTIVE HEALTHCARE INCLUDING DIAGNOSTICS",,SCHEDULE VII (I),315.0,314.0,RELIANCE FOUNDATION,157.0,,157.0,MAHARASHTRA (MUMBAI)
RELIANCE,RELIANCE INDUSTRIES LTD.,HEALTH-CSR AT MANUFACTURING LOCATIONS,,SCHEDULE VII (I),1047.0,1440.0,,720.0,,720.0,"DADRA & NAGAR HAVELI AND DAMAN & DIU,GUJARAT (BHARUCH,SURAT,VADODARA),MADHYA PRADESH (SHAHDOL),MAHARASHTRA (NAGPUR,RAIGAD),PUNJAB (HOSHIARPUR),UTTAR PRADESH (ALLAHABAD,BARABANKI)"
RELIANCE,RELIANCE INDUSTRIES LTD.,OTHER INITIATIVESCSR AT MANUFACTURING LOCATIONS,,"SCHEDULE VII (I), SCHEDULE VII (II), SCHEDULE VII (III), SCHEDULE VII (IV), SCHEDULE VII (V), SCHEDULE VII (VI), SCHEDULE VII (VII), SCHEDULE VII (VIII), SCHEDULE VII (IX), SCHEDULE VII (X), SCHEDULE VII (XI)",1194.0,409.0,,204.5,,204.5,"ANDHRA PRADESH (EAST GODAVARI),DADRA & NAGAR HAVELI AND DAMAN & DIU,GUJARAT (AHMEDABAD,BHARUCH,JAMNAGAR,SURAT,VADODARA),MADHYA PRADESH (SHAHDOL),MAHARASHTRA (NAGPUR),PUNJAB (HOSHIARPUR),UTTAR PRADESH (ALLAHABAD,BARABANKI)"
RELIANCE,RELIANCE INDUSTRIES LTD.,"RURAL TRANSFORMATION - INFORMATION SERVICES -ENABLE ACCESS TO NEED BASED LOCALESPECIFIC CONTENT IN AGRICULTURE, MARINE FISHERIES, PUBLIC HEALTH, DISASTER RESPONSE AND OTHER AREAS BY LEVERAGING TECHNOLOGY, ERADICATING HUNGER, POVERTY AND MALNUTRITION, ENSURING ENVIRONMENTAL SUSTAINABILITY, RURAL DEVELOPMENT PROJECTS",,"SCHEDULE VII (I), SCHEDULE VII (IV), SCHEDULE VII (X)",1349.0,965.0,RELIANCE FOUNDATION,482.5,,482.5,"ANDHRA PRADESH (EAST GODAVARI,GUNTUR,KRISHNA,KURNOOL,NELLORE,PRAKASAM,SRIKAKULAM,VISAKHAPATNAM,WEST GODAVARI),CHHATTISGARH (RAIPUR,RAJNANDGAON),GUJARAT (AHMEDABAD,BHARUCH,BHAVNAGAR,JUNAGADH,KACHCHH,PATAN,SURAT,SURENDRANAGAR),KARNATAKA (DAKSHINA KANNADA,UDUPI,UTTAR KANNADA),KERALA (ALAPPUZHA,ERNAKULAM,KASARGOD,KOCHI,KOLLAM,KOZHIKODE,MALAPPURAM),MADHYA PRADESH (BHOPAL,CHHINDWARA,JABALPUR,KHANDWA,MANDLA,SEONI,UJJAIN),MAHARASHTRA (AKOLA,AMRAVATI,AURANGABAD,BULDHANA,HINGOLI,JALNA,NANDED,PARBHANI,RATNAGIRI,SINDHUDURG,WARDHA,WASHIM,YAVATMAL),ODISHA (BALANGIR,BALESWAR,BARGARH,BHADRAK,GANJAM,JAGATSINGHPUR,KANDHAMAL,PURI),PUDUCHERRY (YANAM),RAJASTHAN (JODHPUR,SAWAI MADHOPUR),TAMIL NADU (ARIYALUR,CHENNAI,CUDDALORE,DINDIGUL,KANYAKUMARI,NAGAPATTINAM,PUDUKKOTTAI,RAMANATHAPURAM,SALEM,SIVAGANGA,THANJAVUR,THENI,THIRUVARUR,TIRUNELVELI,TRICHY,TUTICORIN,VILUPPURAM),UTTARAKHAND (RUDRAPRAYAG,UTTARKASHI),WEST BENGAL (EAST MEDINIPUR,NADIA,SOUTH 24 PARGANAS)"
RELIANCE,RELIANCE INDUSTRIES LTD.,"RURAL TRANSFORMATION - RELIANCE FOUNDATION BHARAT INDIA JODO -ENHANCING RURAL LIVELIHOODS, ERADICATING HUNGER, POVERTY AND MALNUTRITION; ENSURING ENVIRONMENTAL SUSTAINABILITY; RURAL DEVELOPMENT PROJECTS.",,"SCHEDULE VII (I), SCHEDULE VII (II), SCHEDULE VII (IV), SCHEDULE VII (X)",12731.0,10169.0,RELIANCE FOUNDATION,5084.5,,5084.5,"ANDHRA PRADESH (KURNOOL,SRIKAKULAM,VIZIANAGARAM),CHHATTISGARH (RAJNANDGAON),GUJARAT (AMRELI,ARVALLI,BHARUCH,PATAN,RAJKOT,SURAT),JHARKHAND (DEOGARH),KARNATAKA (BIDAR,GADAG),MADHYA PRADESH (AGAR MALWA,BARWANI,CHHINDWARA,MANDLA,PANNA,SEONI),MAHARASHTRA (NAGPUR,PARBHANI,YAVATMAL),ODISHA (BALANGIR),RAJASTHAN (JAIPUR,SAWAI MADHOPUR),TAMIL NADU (RAMANATHAPURAM,SIVAGANGA),TELANGANA (NIZAMABAD)"
RELINFRA,RELIANCE INFRASTRUCTURE LTD.,ACTIVITIES AT POWER STATIONS PROMOTING EDUCATION AND ENVIRONMENT SUSTAINABILITY.,,"SCHEDULE VII (I), SCHEDULE VII (IV)",75.0,11.6,,,,11.6,"ANDHRA PRADESH (SAMALKOT),MAHARASHTRA (DAHANU)"
RELINFRA,RELIANCE INFRASTRUCTURE LTD.,"ACTIVITIES BY MUMBAI DISTRIBUTION DIVISION PROMOTING EDUCATION, ENVIRONMENT SUSTAINABILITY, SOCIAL SECURITY COUNSELLING",,"SCHEDULE VII (II), SCHEDULE VII (IV)",115.0,11.6,,,,11.6,MAHARASHTRA (MUMBAI)
RELINFRA,RELIANCE INFRASTRUCTURE LTD.,INTEGRATED TRIBAL DEVELOPMENT PROGRAM REDUCING INEQUALITY FACED BY SOCIALLY AND ECONOMICALLY BACKWARD GROUPS.,,SCHEDULE VII (III),228.0,11.6,,,NATIONAL BANK FOR AGRICULTURE & RURAL DEVELOPMENT,11.6,MAHARASHTRA (DAHANU)
RELINFRA,RELIANCE INFRASTRUCTURE LTD.,ONCOLOGY CENTRES HEALTH CARE,,SCHEDULE VII (I),3150.0,2500.0,,,,2500.0,MAHARASHTRA
RPOWER,RELIANCE POWER LTD.,SETTING UP OF DAY CARE ONCOLOGY CENTRES IN RURAL AREAS OF MAHARASHTRA HEALTH CARE,,SCHEDULE VII (II),2500.0,587.0,,,,587.0,MAHARASHTRA (PARBHANI)
RGL,RENAISSANCE GLOBAL LTD.,EDUCATION,,SCHEDULE VII (II),15.74,15.53,,7.765,,7.765,"GUJARAT (BHAVNAGAR,PATAN),MAHARASHTRA (MUMBAI)"
RGL,RENAISSANCE GLOBAL LTD.,ENVIRONMENTAL/ ANIMAL WELFARE /CULTURAL/ RELIGIOUS,,SCHEDULE VII (IV),4.73,4.73,,2.365,,2.365,"GUJARAT (BHAVNAGAR,PATAN),MAHARASHTRA (MUMBAI)"
RGL,RENAISSANCE GLOBAL LTD.,HUMANITARIAN,,SCHEDULE VII (III),12.0,12.0,,6.0,,6.0,"GUJARAT (BHAVNAGAR,PATAN),MAHARASHTRA (MUMBAI)"
RGL,RENAISSANCE GLOBAL LTD.,MEDICAL,,SCHEDULE VII (I),32.25,32.25,,16.125,,16.125,"GUJARAT (BHAVNAGAR,PATAN),MAHARASHTRA (MUMBAI)"
REPCOHOME,REPCO HOME FINANCE LTD.,CONTRIBUTION TO PRIME MINISTERS NATIONAL RELIEF FUND,,SCHEDULE VII (VIII),10.0,10.0,,10.0,,,JAMMU & KASHMIR
REPCOHOME,REPCO HOME FINANCE LTD.,"PROMOTING EDUCATION, INCLUDING SPECIAL EDUCATION AND EMPLOYMENT ENHANCING VOCATION SKILLS ESPECIALLY AMONG CHILDREN, WOMEN, ELDERLY, AND THE DIFFERENTLY ABLED AND LIVELIHOOD ENHANCEMENT PROJECTS",,SCHEDULE VII (II),1.0,1.0,,1.0,,,ALL STATES
REPCOHOME,REPCO HOME FINANCE LTD.,"PROMOTING EDUCATION, INCLUDING SPECIAL EDUCATION AND EMPLOYMENT ENHANCING VOCATION SKILLS ESPECIALLY AMONG CHILDREN, WOMEN, ELDERLY, AND THE DIFFERENTLY ABLED AND LIVELIHOOD ENHANCEMENT PROJECTS",,SCHEDULE VII (II),2.0,2.0,,2.0,,,TAMIL NADU (VELLORE)
AMTEKAUTO,REVENT PRECISION ENGINEERING LTD.,AGE VENTURES INDIA SENIOR CITIZEN OLD HOME,,SCHEDULE VII (III),1.5,0.5,,,,,
AMTEKAUTO,REVENT PRECISION ENGINEERING LTD.,"CONCERN INDIA FOUNDATION CHILD EDUCATION, WOMEN EMPOWERMENT ETC.",,"SCHEDULE VII (II), SCHEDULE VII (III)",2.5,1.38,,,,,
AMTEKAUTO,REVENT PRECISION ENGINEERING LTD.,CREATIVE SERVICES SUPPORT GROUP SUPPORT TO CSSG,,SCHEDULE VII (II),10.0,6.0,,,,,
AMTEKAUTO,REVENT PRECISION ENGINEERING LTD.,SMILE FOUNDATION MISSION EDUCATION,,SCHEDULE VII (II),5.0,4.29,,,,,
AMTEKAUTO,REVENT PRECISION ENGINEERING LTD.,U TURN FOUNDATION SCHOOL PROJECT,,SCHEDULE VII (II),6.0,5.0,,,,,
RHIM,RHI MAGNESITA INDIA LTD.,AASTHA REHABILITATION SOCIETY (CHARITABLE TRUST) REGD. PROMOTING THE DIFFERENTLY ABLED AND LIVELIHOOD ENHANCEMENT PROJECT.,,SCHEDULE VII (II),20.0,19.0,,19.0,,,RAJASTHAN (BHIWADI)
RHIM,RHI MAGNESITA INDIA LTD.,BALICA SHIKSHA FOUNDATION,,SCHEDULE VII (II),7.5,2.5,,2.5,,,RAJASTHAN (ALWAR)
RHIM,RHI MAGNESITA INDIA LTD.,BALIKA AAVASHIYA VIDHYALAYA,,SCHEDULE VII (III),7.5,2.22,,2.22,,,RAJASTHAN (ALWAR)
RHIM,RHI MAGNESITA INDIA LTD.,ESI MINI HOSPITAL,,SCHEDULE VII (I),2.0,2.75,,2.75,,,RAJASTHAN (BHIWADI)
RHIM,RHI MAGNESITA INDIA LTD.,MAHARAJA SURAJMAL JAN KALYAN SANSTHA PROMOTION OF SANITATION,,SCHEDULE VII (I),6.0,1.7,,1.7,,,RAJASTHAN (BHIWADI)
RHIM,RHI MAGNESITA INDIA LTD.,MANAV SEWA SANGH HEALTHCARE AND MEDICAL FACILITIES,,SCHEDULE VII (I),11.0,11.0,,11.0,,,RAJASTHAN (JAIPUR)
RICOAUTO,RICO AUTO INDUSTRIES LTD.,CONSTRUCTION OF THE HALL AT THE SCHOOL CAMPUS,,SCHEDULE VII (II),11.0,11.0,,11.0,,,HARYANA (LOCAL AREA GURUGRAM)
ROLTA,ROLTA INDIA LTD.,CONTRIBUTION TO CAPEX FUND AT IIIT- KALYANI,,SCHEDULE VII (II),640.0,320.0,,,,320.0,WEST BENGAL (KALYANI)
ROLTA,ROLTA INDIA LTD.,"INNOVATION & INCUBATION CENTRE AT MAULANA AZAD NATIONAL INSTITUTE OF TECHNOLOGY (MANIT) CAMPUS, BHOPAL.",,SCHEDULE VII (IX),15.0,15.0,,,,15.0,MADHYA PRADESH (BHOPAL)
ROLTA,ROLTA INDIA LTD.,MEDICAL EQUIPMENT'S AND FACILITY FOR NEEDY AND POOR CANCER PATIENTS. SANITATION,,SCHEDULE VII (I),106.0,26.0,,,,26.0,ANDHRA PRADESH (TIRUPATI)
ROLTA,ROLTA INDIA LTD.,"SETTING UP DIGITAL LIBRARY AND READING ROOM AT SHREE SIDDHIVINAYAK GANAPATI TEMPLE TRUST (SGTT) COMPLEX, MUMBAI",,SCHEDULE VII (II),60.0,60.0,,,,60.0,MAHARASHTRA (MUMBAI)
ROSSELLIND,ROSSELL INDIA LTD.,BOOKS SPONSOR FOR 200 CHILDREN,,SCHEDULE VII (II),0.2,0.2,,,"DIKSHA, GURGAON",0.2,ASSAM (DIBRUGARH)
ROSSELLIND,ROSSELL INDIA LTD.,COMMUNITY BASED CRECHES AT URBAN SLUMS,,SCHEDULE VII (II),12.63,12.63,,,MOBILE CRECHES FOR WORKING MOTHERS CHILDREN,12.63,DELHI (DELHI /NCR)
ROSSELLIND,ROSSELL INDIA LTD.,CONSTRUCTION OF GIRLS TOILETS AT MODERKHAT GIRLS HIGH SCHOOL IN THE NEIGHBORHOOD OF ROMAI T.E.,,SCHEDULE VII (I),3.0,2.99,,2.99,,,"ASSAM (ROMAI T.E., DIBRUGARH DIST.)"
ROSSELLIND,ROSSELL INDIA LTD.,CONSTRUCTION OF SCHOOL BUILDING FOR NAGRIJULI HIGH SCHOOL IN THE NEIGHBORHOOD OF NAGRIJULI T.E.,,SCHEDULE VII (II),10.0,10.05,,10.05,,,"ASSAM (NAGRIJULI T.E., BAKSA DIST.)"
ROSSELLIND,ROSSELL INDIA LTD.,CONSTRUCTION OF SCHOOL BUILDING FOR NOKHROY KECHASONA HIGH SCHOOL IN THE NEIGHBORHOOD OF NOKHROY T.E,,SCHEDULE VII (II),11.0,11.04,,11.04,,,"ASSAM (NOKHROY T.E., TINSUKIA DIST.)"
ROSSELLIND,ROSSELL INDIA LTD.,"DAY CARE CENTRE AT EMAAR MGF, PALM DRIVE PROJECT",,SCHEDULE VII (II),3.5,3.5,,,MOBILE CRECHES FOR WORKING MOTHERS CHILDREN,3.5,HARYANA (GURUGRAM)
ROSSELLIND,ROSSELL INDIA LTD.,MID-DAY MEAL SPONSOR FOR 200 CHILDREN FOR 2 MONTHS,,SCHEDULE VII (I),0.8,0.8,,,"DIKSHA, GURGAON",0.8,HARYANA (GURUGRAM)
ROSSELLIND,ROSSELL INDIA LTD.,"OVERALL DEVELOPMENT OF CHILDREN (BASIC NUTRITIONAL FOOD WITH REGULAR HEALTH CHECKUPS, ETC.)",,SCHEDULE VII (I),7.0,7.0,,,"CHILD RIGHTS & YOU,BAL SAKHA",7.0,ASSAM (DIBRUGARH)
ROSSELLIND,ROSSELL INDIA LTD.,RUNNING AND MAINTENANCE OF FREE DISPENSARY,,SCHEDULE VII (I),12.0,12.0,,,BMG FOUNDATION,12.0,DELHI (DELHI /NCR)
RSWM,RSWM LTD.,"CONTRIBUTION TO THE PRIME MINISTERS NATIONAL RELIEF FUND OR ANY OTHER FUND SET UP BY THE CENTRAL GOVERNMENT FOR SOCIO-ECONOMIC DEVELOPMENT AND RELIEF AND WELFARE OF THE SCHEDULED CASTES, THE SCHEDULED TRIBES, OTHER BACKWARD CLASSES, MINORITIES AND WOMEN;",,SCHEDULE VII (VIII),1.0,0.51,,,,0.51,RAJASTHAN (BHILWARA)
RSWM,RSWM LTD.,"ENSURING ENVIRONMENTAL SUSTAINABILITY, ECOLOGICAL BALANCE, PROTECTION OF FLORA AND FAUNA, ANIMAL WELFARE, AGRO FORESTRY, CONSERVATION OF NATURAL RESOURCES AND MAINTAINING QUALITY OF SOIL, AIR AND WATER",,SCHEDULE VII (IV),7.0,4.78,,4.78,,,"RAJASTHAN (BANSWARA, BHILWARA)"
RSWM,RSWM LTD.,"ERADICATING HUNGER, POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER;",,SCHEDULE VII (I),36.0,23.19,,23.19,,,"RAJASTHAN (BANSWARA, BHILWARA, SIKAR)"
RSWM,RSWM LTD.,"PROMOTING EDUCATION, INCLUDING SPECIAL EDUCATION AND EMPLOYMENT ENHANCING VOCATION SKILLS ESPECIALLY AMONG CHILDREN , WOMEN, ELDERLY, AND THE DIFFERENTLY ABLED AND LIVELIHOOD ENHANCEMENT PROJECTS;",,SCHEDULE VII (II),15.0,17.78,,17.78,,,"RAJASTHAN (BANSWARA, BHILWARA, UDAIPUR, SIKAR)"
RSWM,RSWM LTD.,"PROMOTING GENDER EQUALITY, EMPOWERING WOMEN, SETTING UP HOMES AND HOSTELS FOR WOMEN AND ORPHANS; SETTING UP OLD AGE HOMES, DAY CARE CENTERS AND SUCH OTHER FACILITIES FOR SENIOR CITIZENS AND MEASURES FOR REDUCING INEQUALITIES FACED BY SOCIALLY AND ECONOMICALLY BACKWARDS GROUPS;",,SCHEDULE VII (III),8.0,0.26,,0.26,,,RAJASTHAN (BHILWARA)
RSWM,RSWM LTD.,"PROTECTION OF NATIONAL HERITAGE, ART AND CULTURE INCLUDING RESTORATION OF BUILDINGS AND SITES OF HISTORICAL IMPORTANCE AND WORKS OF ART, SETTING UP PUBLIC LIBRARIES, PROMOTION AND DEVELOPMENT OF TRADITIONAL ARTS AND HANDICRAFTS;",,SCHEDULE VII (V),23.0,22.01,,22.01,,,"RAJASTHAN (BANSWARA, UDAIPUR, SIKAR)"
RSWM,RSWM LTD.,RURAL DEVELOPMENT PROJECTS,,SCHEDULE VII (X),55.41,52.27,,26.135,,26.135,"RAJASTHAN (BANSWARA, BHILWARA)"
RSWM,RSWM LTD.,"TRAINING TO PROMOTE RURAL SPORTS, NATIONALLY RECOGNIZED SPORTS, PARALYMPICS SPORTS AND OLYMPIC SPORTS;",,SCHEDULE VII (VII),4.0,4.31,,4.31,,,"RAJASTHAN (BANSWARA, BHILWARA)"
RUBYMILLS,"RUBY MILLS LTD.,THE",DISTRIBUTION OF BLANKETS FOR FLOOD AFFECTED VICTIMS OF JAMMU AND KASHMIR UNDER PREVENTIVE HEALTH CARE,,SCHEDULE VII (I),2.0,2.0,,0.9975,,0.9975,JAMMU & KASHMIR
RUBYMILLS,"RUBY MILLS LTD.,THE",DONATION TOWARDS NOBLE CAUSE (FLOOD AFFECTED VICTIMS OF JAMMU AND KASHMIR UNDER CSR HEAD OF PREVENTIVE HEALTH CARE ACTIVITIES,,SCHEDULE VII (I),2.5,2.5,,,BCAS FOUNDATION,2.5,JAMMU & KASHMIR
RUBYMILLS,"RUBY MILLS LTD.,THE",FREE HEALTH CHECK UP CAMPAIGNS AT DHAMNI ORGANIZED BY THE COMPANY FOR GENERAL PUBLIC FREE OF COST,,SCHEDULE VII (I),0.81,0.81,,0.404,,0.404,"MAHARASHTRA (DHAMNI, THANE)"
RUBYMILLS,"RUBY MILLS LTD.,THE",GURUKUL CENTRE FOR SPECIAL CHILDREN (GHATKOPAR),,SCHEDULE VII (II),1.25,1.25,,0.625,,0.625,"MAHARASHTRA (GHATKOPAR, MUMBAI)"
RUBYMILLS,"RUBY MILLS LTD.,THE",SHRI RAM KRISHNA CANCER HOSPITAL (U.P.),,SCHEDULE VII (I),1.0,1.0,,0.5,,0.5,UTTAR PRADESH
RUBYMILLS,"RUBY MILLS LTD.,THE",TO SIR KIKABHAI PREMCHAND TRUST TOWARDS SURGERY OF TWO PATIENTS WHO HAD VISITED TO HEALTH CHECKUP CAMPAIGNS ORGANIZED BY THE COMPANY AT DHAMNI,,SCHEDULE VII (I),2.25,2.25,,1.125,,1.125,"MAHARASHTRA (DHAMNI, THANE)"
RUCHINFRA,RUCHI INFRASTRUCTURE LTD.,HEALTH ACTIVITIES,,SCHEDULE VII (I),5.0,4.2,,,,4.2,MADHYA PRADESH (INDORE)
RUCHIRA,RUCHIRA PAPERS LTD.,CONSTRUCTION OF ROAD FROM KALA-AMB TO VILL- RAMPUR JATTAN RURAL DEVELOPMENT PROJECTS,,SCHEDULE VII (X),22.0,21.41,,21.41,,,HIMACHAL PRADESH (KALA AMB)
RUPA,RUPA & CO.LTD.,"ACTIVITY AS PRESCRIBED UNDER SCHEDULE VII (I) OF THE COMPANIES ACT, 2013 ERADICATING POVERTY",,SCHEDULE VII (I),10.0,5.4,,,ISKCON FOOD RELIEF FOUNDATION,5.4,MAHARASHTRA
RUPA,RUPA & CO.LTD.,"ACTIVITY AS PRESCRIBED UNDER SCHEDULE VII (I) OF THE COMPANIES ACT, 2013 PROMOTING HEALTH CARE BY PROVIDING CLEAN DRINKING WATER",,SCHEDULE VII (I),70.0,50.0,RUPA FOUNDATION,25.0,,25.0,WEST BENGAL
RUPA,RUPA & CO.LTD.,"ACTIVITY AS PRESCRIBED UNDER SCHEDULE VII (I) OF THE COMPANIES ACT, 2013 SANITATION- CONSTRUCTION OF TOILETS",,SCHEDULE VII (I),9.16,23.21,,,"M.R.NAIK CONSTRUCTION,G.K.CONSTRUCTION",23.21,GUJARAT
RUPA,RUPA & CO.LTD.,"ACTIVITY AS PRESCRIBED UNDER SCHEDULE VII (II) OF THE COMPANIES ACT, 2013 PROMOTING EDUCATION OF TRIBAL PEOPLE",,SCHEDULE VII (II),15.0,5.0,,,HELP US HELP THEM,5.0,WEST BENGAL
RUPA,RUPA & CO.LTD.,"ACTIVITY AS PRESCRIBED UNDER SCHEDULE VII (VIII) OF THE COMPANIES ACT, 2013 PRIME MINISTERS NATIONAL RELIEF FUND",,SCHEDULE VII (VIII),41.0,41.0,PRIME MINISTERS NATIONAL RELIEF FUND,20.5,,20.5,ALL STATES
RUSHIL,RUSHIL DECOR LTD.,"DISASTER RELIEF ERADICATING HUNGER, POVERTY AND MALNUTRITION",,SCHEDULE VII (I),1.2,1.2,,1.2,,,JAMMU & KASHMIR
RUSHIL,RUSHIL DECOR LTD.,"PROMOTING EDUCATION BY PROVIDING EDUCATIONAL MATERIALS, SCHOOL FEES, TUITION SUPPORT ETC.",,SCHEDULE VII (II),1.51,1.51,,0.755,,0.755,"GUJARAT (AHMEDABAD),PUNJAB (MANSA)"
RUSHIL,RUSHIL DECOR LTD.,"PROVIDING GROCERY, FOOD, CLEAR DRINKING WATER ETC ERADICATING HUNGER, POVERTY AND MALNUTRITION",,SCHEDULE VII (I),0.84,0.84,,0.42,,0.42,"GUJARAT (AHMEDABAD),PUNJAB (MANSA)"
SADBHAV,SADBHAV ENGINEERING LTD.,CONSERVATION AND RENOVATION OF GOVERNMENT SCHOOL.,,SCHEDULE VII (II),266.0,266.0,,266.0,,,"HARYANA (CHAKKARPUR, GURUGRAM)"
SAGCEM,SAGAR CEMENTS LTD.,PREVENTIVE HEALTH CARE AND PROMOTION FOR SAFE DRINKING WATER,,SCHEDULE VII (I),5.47,5.47,,5.474,,,"ANDHRA PRADESH,TELANGANA"
SAGCEM,SAGAR CEMENTS LTD.,RURAL DEVELOPMENT,,SCHEDULE VII (X),5.41,5.41,,5.405,,,TELANGANA (NALGONDA)
SAGCEM,SAGAR CEMENTS LTD.,TRAINING AND EDUCATING,,SCHEDULE VII (II),0.96,0.96,,0.961,,,TELANGANA (NALGONDA)
SAGCEM,SAGAR CEMENTS LTD.,TRAINING AND PROMOTION OF SPORTS,,SCHEDULE VII (VII),11.28,11.28,,11.275,,,ALL STATES
SAKSOFT,SAKSOFT LTD.,R & D ACTIVIES,,SCHEDULE VII (II),11.4,12.0,,,BIOVED RESEARCH SOCIETY,12.0,ALL STATES
MOTHERSON,SAMVARDHANA MOTHERSON INTERNATIONAL LTD.,EDUCATION AND OTHER INITIATIVES,,SCHEDULE VII (II),15.0,15.0,,7.5,K.C.MEHTA EDUCATION TRUST,7.5,"MAHARASHTRA,UTTARAKHAND"
SANGAMIND,SANGAM (INDIA) LTD.,"THE COMPANY HAS SPENT AMOUNT ON THE SCHOOLS IN VILLAGES, GOVT. SCHEMES ETC.",,SCHEDULE VII (II),3.92,3.92,,1.96,,1.96,ALL STATES
SANGHIIND,SANGHI INDUSTRIES LTD.,GREEN BELT DEVELOPMENT PLANTATION WORK AND ITS MAINTENANCE SURROUNDING PLANT AREA,,SCHEDULE VII (IV),84.75,127.26,,,,,"GUJARAT (SANGHIPURAM, KUTCH)"
SANOFI,SANOFI INDIA LTD.,ACTION AGAINST DIABETES,,SCHEDULE VII (I),12.5,12.18,,,,,ALL STATES
SANOFI,SANOFI INDIA LTD.,FUN CENTERS AND EMPLOYEE VOLUNTEERING PROGRAM HEALTH,,SCHEDULE VII (I),1.0,3.35,,,"BAI JERBAI WADIA HOSPITAL FOR CHILDREN,OPPI BAI JERBAI WADIA HOSPITAL",,"DELHI,KARNATAKA (BENGALURU),MAHARASHTRA (JAWAHAR,MUMBAI),RAJASTHAN (JODHPUR),TAMIL NADU (CHENNAI),TELANGANA (HYDERABAD)"
SANOFI,SANOFI INDIA LTD.,GYAN EXPRESS EDUCATION,,SCHEDULE VII (II),3.25,4.85,,,CONCERN INDIA FOUNDATION,,"DELHI,MAHARASHTRA (MUMBAI),TAMIL NADU (CHENNAI),WEST BENGAL (KOLKATA)"
SANOFI,SANOFI INDIA LTD.,PROMOTING TRAINING AMONGST HCPS ON CRITICAL HEALTHCARE AND CVD RISK IDENTIFICATION,,SCHEDULE VII (I),11.25,11.95,,,,,ALL STATES
SANOFI,SANOFI INDIA LTD.,PUBLIC PRIVATE PARTNERSHIP WITH THE GOVERNMENT OF MAHARASHTRA HEALTH,,SCHEDULE VII (I),12.5,12.7,,,PROJECT HOPE CONEXUS,,MAHARASHTRA
SANOFI,SANOFI INDIA LTD.,REDUCING HEALTH INEQUALITIES AROUND OUR MANUFACTURING SITES,,SCHEDULE VII (I),3.25,4.2,,,"VOLUNTARY HEALTH ASSOCIATION OF GOA,SOCIETY FOR EDUCATION WELFARE & ACTION-RURAL",,"GOA,GUJARAT (ANKLESHWAR)"
SANOFI,SANOFI INDIA LTD.,RESPONDING TO HUMANITARIAN EMERGENCIES,,"SCHEDULE VII (I), SCHEDULE VII (VIII)",,11.97,,,PRIME MINISTERS NATIONAL RELIEF FUND,,JAMMU & KASHMIR
SANOFI,SANOFI INDIA LTD.,SAATH 7 HEALTH,,SCHEDULE VII (I),112.5,104.58,,,"SAARTHI,ALPS",,ALL STATES
SARDAEN,SARDA ENERGY & MINERALS LTD.,ART & CULTURE,,SCHEDULE VII (V),25.0,23.47,,23.47,,,"CHHATTISGARH (RAIPUR, RAIGARH & DONGARGARG)"
SARDAEN,SARDA ENERGY & MINERALS LTD.,EDUCATION,,SCHEDULE VII (II),60.0,61.33,,30.665,"FRIENDS OF TRIBALS SOCIETY, NAGPUR FOR EKAL MOVEMENT-EDUCATION FOR ALL",30.665,"CHHATTISGARH (RAIPUR, RAIGARH & DONGARGARG)"
SARDAEN,SARDA ENERGY & MINERALS LTD.,ENVIRONMENT,,SCHEDULE VII (IV),12.0,11.83,,11.83,,,"CHHATTISGARH (RAIPUR, RAIGARH & DONGARGARG)"
SARDAEN,SARDA ENERGY & MINERALS LTD.,HEALTHCARE,,SCHEDULE VII (I),50.0,48.29,,48.29,,,"CHHATTISGARH (RAIPUR, RAIGARH & DONGARGARG)"
SARDAEN,SARDA ENERGY & MINERALS LTD.,HELP TO WIDOWS,,SCHEDULE VII (VI),1.0,0.72,,0.72,,,"CHHATTISGARH (RAIPUR, RAIGARH & DONGARGARG)"
SARDAEN,SARDA ENERGY & MINERALS LTD.,RURAL DEVELOPMENT PROJECTS,,SCHEDULE VII (X),40.0,39.03,,39.03,,,"CHHATTISGARH (RAIPUR, RAIGARH & DONGARGARG)"
